村里,2024-2022,2024民眾黨,2022村里長得票,2024投票數,2024選舉人數,2024投票率,里長姓名,里長政黨
彰化縣員林市仁愛里,53,244,191,543,691,78.58,陳楊秀錦,無
彰化縣員林市仁美里,-55,361,416,534,788,67.77,黃秀雅,無
彰化縣員林市光明里,-168,106,274,561,734,76.43,蕭淑娟,無
彰化縣員林市出水里,-40,259,299,653,919,71.06,邱式麟,無
彰化縣員林市南平里,782,1033,251,871,1168,74.57,吳國勝,無
彰化縣員林市南東里,-16,303,319,649,929,69.86,黃家富,無
彰化縣員林市南興里,511,837,326,710,923,76.92,王榮展,無
彰化縣員林市和平里,108,435,327,603,829,72.74,陳素嬌,無
彰化縣員林市大埔里,-77,330,407,749,1034,72.44,游庭訓,無
彰化縣員林市大峯里,-355,94,449,523,694,75.36,江茂達,無
彰化縣員林市大明里,-191,374,565,950,1196,79.43,張政岳,無
彰化縣員林市大饒里,-128,533,661,721,996,72.39,張明勤,無
彰化縣員林市崙雅里,-159,357,516,736,979,75.18,張永鑫,無
彰化縣員林市忠孝里,-73,341,414,899,1257,71.52,洪光旭,無
彰化縣員林市惠來里,642,977,335,753,1029,73.18,游朝元,無
彰化縣員林市振興里,-194,457,651,984,1338,73.54,謝堂權,無
彰化縣員林市新生里,385,704,319,997,1315,75.82,巫吉清,無
彰化縣員林市新興里,-265,98,363,500,661,75.64,張厚穰,無
彰化縣員林市東北里,-226,396,622,735,1009,72.84,曹震西,無
彰化縣員林市東和里,-331,174,505,715,998,71.64,劉淑靜,無
彰化縣員林市林厝里,66,457,391,716,1017,70.40,蕭富子,無
彰化縣員林市民生里,59,392,333,596,835,71.38,蕭上筆,無
彰化縣員林市浮圳里,-236,358,594,716,1013,70.68,江玉堅,無
彰化縣員林市湖水里,-339,166,505,757,1113,68.01,黃欽玉,無
彰化縣員林市源潭里,-177,267,444,647,862,75.06,陳忠和,無
彰化縣員林市溝皂里,-106,504,610,1076,1390,77.41,張衍澧,無
彰化縣員林市萬年里,387,671,284,587,862,68.10,林張阿賞,中國國民黨
彰化縣員林市西東里,-178,312,490,629,907,69.35,黃耀武,無
彰化縣員林市鎮興里,-46,289,335,763,1082,70.52,黃銘得,無
彰化縣員林市黎明里,-57,267,324,539,825,65.33,謝宜芳,無
彰化縣埔心鄉二重村,-248,281,529,855,1159,73.77,黃怡誠,無
彰化縣埔心鄉仁里村,-214,196,410,877,1215,72.18,陳秀玲,無
彰化縣埔心鄉南舘村,-193,154,347,730,1010,72.28,邱環字,無
彰化縣埔心鄉埔心村,-354,56,410,855,1159,73.77,邱芳春,無
彰化縣埔心鄉埤脚村,-308,161,469,637,889,71.65,黃輝要,無
彰化縣埔心鄉埤霞村,-163,128,291,519,701,74.04,林䧮良,無
彰化縣埔心鄉大華村,-146,119,265,472,636,74.21,吳炫煥,無
彰化縣埔心鄉太平村,-130,226,356,701,963,72.79,張先進,無
彰化縣埔心鄉新舘村,-333,185,518,674,961,70.14,吳陳金環,無
彰化縣埔心鄉東門村,19,697,678,777,1047,74.21,陳有在,無
彰化縣埔心鄉梧鳳村,-313,116,429,586,847,69.19,黃旭四,無
彰化縣埔心鄉油車村,-147,195,342,884,1192,74.16,蔡銘輝,無
彰化縣埔心鄉瓦中村,-106,370,476,871,1205,72.28,余堅,無
彰化縣埔心鄉瓦北村,-156,283,439,437,580,75.34,鄭玉盆,無
彰化縣埔心鄉瓦南村,72,322,250,582,761,76.48,張添寅,無
彰化縣埔心鄉經口村,78,453,375,984,1323,74.38,張培哲,無
彰化縣埔心鄉羅厝村,8,176,168,460,639,71.99,邱建順,無
彰化縣埔心鄉義民村,73,273,200,855,1159,73.77,徐劉惠蘇,無
彰化縣埔心鄉舊舘村,-33,255,288,539,714,75.49,楊羿蔙,無
彰化縣埔心鄉芎蕉村,-137,335,472,675,928,72.74,許森林,無
彰化縣埔鹽鄉三省村,-47,197,244,489,662,73.87,張志鵬,無
彰化縣埔鹽鄉出水村,-272,132,404,642,868,73.96,楊進隆,無
彰化縣埔鹽鄉南新村,-491,221,712,909,1279,71.07,施正賀,無
彰化縣埔鹽鄉南港村,-31,306,337,667,887,75.20,林啓崇,無
彰化縣埔鹽鄉埔南村,4,243,239,535,715,74.83,陳勝利,無
彰化縣埔鹽鄉埔鹽村,0,296,296,635,864,73.50,施瑞權,無
彰化縣埔鹽鄉大有村,-523,176,699,814,1137,71.59,陳輝隆,無
彰化縣埔鹽鄉天盛村,-207,119,326,568,798,71.18,黃錦滄,無
彰化縣埔鹽鄉太平村,-98,194,292,533,785,67.90,劉仲凱,無
彰化縣埔鹽鄉好修村,-8,354,362,580,819,70.82,黃世仁,無
彰化縣埔鹽鄉崑崙村,-278,145,423,760,1026,74.07,蔡志錦,無
彰化縣埔鹽鄉廍子村,-253,211,464,901,1195,75.40,陳貽正,無
彰化縣埔鹽鄉打廉村,-376,136,512,629,893,70.44,陳育勝,無
彰化縣埔鹽鄉新水村,-214,208,422,474,686,69.10,施愷峻,無
彰化縣埔鹽鄉新興村,-123,67,190,327,424,77.12,康炳旺,無
彰化縣埔鹽鄉永平村,-307,153,460,735,1066,68.95,施金章,無
彰化縣埔鹽鄉永樂村,-217,125,342,593,810,73.21,林瑞財,無
彰化縣埔鹽鄉瓦磘村,-464,188,652,868,1171,74.12,施易昌,無
彰化縣埔鹽鄉石埤村,-179,203,382,496,711,69.76,施讚興,無
彰化縣埔鹽鄉西湖村,-172,284,456,654,944,69.28,陳俊忠,無
彰化縣埔鹽鄉角樹村,-179,87,266,481,652,73.77,楊源豊,無
彰化縣埔鹽鄉豐澤村,-329,178,507,910,1264,71.99,林振榮,無
彰化縣埤頭鄉中和村,-76,157,233,479,671,71.39,曾建長,無
彰化縣埤頭鄉元埔村,-169,82,251,394,554,71.12,陳金意,無
彰化縣埤頭鄉合興村,14,495,481,738,989,74.62,杜崇維,無
彰化縣埤頭鄉和豊村,-304,337,641,724,1051,68.89,陳立彬,無
彰化縣埤頭鄉埤頭村,-209,198,407,453,665,68.12,黃丁元,民主進步黨
彰化縣埤頭鄉大湖村,-319,120,439,597,889,67.15,邱木生,無
彰化縣埤頭鄉崙子村,-405,160,565,823,1177,69.92,黃士晃,無
彰化縣埤頭鄉崙腳村,-177,111,288,506,694,72.91,許豊麟,無
彰化縣埤頭鄉平原村,30,449,419,662,954,69.39,許建成,無
彰化縣埤頭鄉庄內村,-324,211,535,491,714,68.77,郭幼玲,無
彰化縣埤頭鄉新庄村,-456,131,587,682,960,71.04,黃為結,無
彰化縣埤頭鄉永豐村,-123,240,363,582,872,66.74,陳新溪,無
彰化縣埤頭鄉竹圍村,-405,159,564,711,1048,67.84,李旭東,無
彰化縣埤頭鄉興農村,30,299,269,724,990,73.13,黃成居,無
彰化縣埤頭鄉芙朝村,-230,199,429,462,708,65.25,黃永昌,無
彰化縣埤頭鄉豊崙村,-79,325,404,701,1049,66.83,張肎文,無
彰化縣埤頭鄉陸嘉村,-199,145,344,558,779,71.63,鄒伯其,無
彰化縣大城鄉三豐村,-165,42,207,306,580,52.76,洪行,無
彰化縣大城鄉上山村,-173,118,291,284,485,58.56,顏榮賢,無
彰化縣大城鄉公館村,-193,83,276,202,347,58.21,蔡慶伍,無
彰化縣大城鄉大城村,-458,104,562,597,914,65.32,張忠和,無
彰化縣大城鄉山腳村,-427,113,540,703,1209,58.15,蔡文宗,無
彰化縣大城鄉東城村,-576,154,730,803,1219,65.87,吳佳,無
彰化縣大城鄉東港村,-387,154,541,654,1100,59.45,陳駿傑,無
彰化縣大城鄉永和村,-212,81,293,380,643,59.10,康忠義,無
彰化縣大城鄉潭墘村,-272,91,363,627,1017,61.65,柯志憲,無
彰化縣大城鄉臺西村,-350,68,418,457,802,56.98,許讓出,無
彰化縣大城鄉菜寮村,-244,111,355,589,976,60.35,林炳芳,無
彰化縣大城鄉西城村,-285,91,376,457,747,61.18,林昭平,無
彰化縣大城鄉西港村,-469,39,508,490,821,59.68,陳儀興,無
彰化縣大城鄉豐美村,-185,77,262,471,796,59.17,王信木,無
彰化縣大城鄉頂庄村,-299,46,345,311,588,52.89,許仁寳,無
彰化縣大村鄉加錫村,-31,335,366,554,750,73.87,康佰武,無
彰化縣大村鄉南勢村,-92,270,362,591,780,75.77,黃玉河,無
彰化縣大村鄉大崙村,-34,291,325,632,854,74.00,陳鑫池,無
彰化縣大村鄉大村村,-30,709,739,844,1195,70.63,賴錫應,無
彰化縣大村鄉大橋村,-132,301,433,590,810,72.84,吳銘國,無
彰化縣大村鄉平和村,-162,483,645,899,1231,73.03,賴居林,無
彰化縣大村鄉擺塘村,-128,477,605,1001,1386,72.22,游建文,無
彰化縣大村鄉新興村,-449,196,645,846,1189,71.15,黃世昌,無
彰化縣大村鄉村上村,-610,242,852,587,803,73.10,賴順從,無
彰化縣大村鄉田洋村,-188,213,401,877,1218,72.00,謝汶鈺,無
彰化縣大村鄉福興村,7,362,355,766,1070,71.59,邱清標,無
彰化縣大村鄉美港村,209,553,344,769,1025,75.02,賴福財,無
彰化縣大村鄉茄苳村,-70,228,298,579,788,73.48,吳萬船,無
彰化縣大村鄉貢旗村,-1,269,270,523,701,74.61,賴國淮,無
彰化縣大村鄉過溝村,101,663,562,882,1147,76.90,賴保全,無
彰化縣大村鄉黃厝村,-61,426,487,766,1115,68.70,黃朝啓,無
彰化縣彰化市三村里,-406,226,632,825,1133,72.82,趙文男,無
彰化縣彰化市下廍里,619,903,284,826,1092,75.64,劉信邦,無
彰化縣彰化市中央里,-336,97,433,533,703,75.82,賴啓榮,無
彰化縣彰化市中山里,-173,124,297,583,793,73.52,楊炎坤,無
彰化縣彰化市中庄里,-155,379,534,882,1252,70.45,蘇源順,無
彰化縣彰化市中正里,30,226,196,472,634,74.45,陳冠宇,無
彰化縣彰化市五權里,462,743,281,693,965,71.81,謝侑家,無
彰化縣彰化市介壽里,-63,335,398,869,1165,74.59,蔡美香,無
彰化縣彰化市信義里,-155,97,252,543,719,75.52,陳祝汝,無
彰化縣彰化市光南里,-75,231,306,563,760,74.08,蔡耀叁,無
彰化縣彰化市光復里,-161,77,238,447,601,74.38,湯惠釧,無
彰化縣彰化市光華里,-280,90,370,523,691,75.69,謝棟樑,無
彰化縣彰化市南安里,9,360,351,822,1130,72.74,楊基弘,無
彰化縣彰化市南瑶里,1039,1354,315,737,997,73.92,蔣佳彥,無
彰化縣彰化市南美里,-151,378,529,622,837,74.31,黃建成,無
彰化縣彰化市南興里,1301,1579,278,1014,1319,76.88,陳芝佑,無
彰化縣彰化市卦山里,52,383,331,854,1163,73.43,邱妙珠,無
彰化縣彰化市古夷里,246,408,162,576,779,73.94,張萬芳,無
彰化縣彰化市台鳳里,439,744,305,748,1034,72.34,劉寶存,無
彰化縣彰化市向陽里,460,1024,564,895,1139,78.58,游寬棟,無
彰化縣彰化市和調里,-29,482,511,636,813,78.23,張金川,無
彰化縣彰化市國聖里,39,439,400,551,714,77.17,王海,無
彰化縣彰化市大同里,-192,147,339,681,919,74.10,王進福,中國國民黨
彰化縣彰化市大竹里,148,492,344,710,954,74.42,吳朝琴,無
彰化縣彰化市安溪里,12,360,348,719,924,77.81,萬士嘉,無
彰化縣彰化市富貴里,-395,97,492,597,811,73.61,温萬吉,無
彰化縣彰化市寶廍里,-192,244,436,899,1184,75.93,李政,無
彰化縣彰化市崙平里,674,965,291,901,1203,74.90,梁麗水,無
彰化縣彰化市平和里,467,776,309,719,945,76.08,沈明霖,無
彰化縣彰化市延和里,463,862,399,833,1134,73.46,王勝和,無
彰化縣彰化市延平里,1178,1778,600,948,1284,73.83,陳雯嘉,無
彰化縣彰化市建寶里,-5,341,346,754,1031,73.13,陳堂怡,無
彰化縣彰化市彰安里,-72,410,482,706,968,72.93,邱逸傑,無
彰化縣彰化市復興里,209,721,512,674,917,73.50,李麗真,無
彰化縣彰化市忠孝里,-398,197,595,848,1124,75.44,林正吉,無
彰化縣彰化市忠權里,35,560,525,763,1026,74.37,林連發,無
彰化縣彰化市快官里,-456,159,615,774,1107,69.92,李坤金,無
彰化縣彰化市成功里,-5,240,245,509,660,77.12,洪英宭,無
彰化縣彰化市文化里,-84,192,276,474,628,75.48,莊啓能,無
彰化縣彰化市新興里,538,1007,469,868,1141,76.07,吳淑櫻,中國國民黨
彰化縣彰化市新華里,-163,285,448,606,819,73.99,林福松,無
彰化縣彰化市東興里,-122,240,362,539,720,74.86,林淑娟,中國國民黨
彰化縣彰化市東芳里,-39,615,654,804,1143,70.34,張顯祺,無
彰化縣彰化市桃源里,99,380,281,634,838,75.66,曾福烈,無
彰化縣彰化市民權里,-210,142,352,711,981,72.48,陳孟圭,無
彰化縣彰化市民生里,-133,200,333,451,599,75.29,陳永裕,無
彰化縣彰化市永生里,-404,164,568,812,1114,72.89,謝清森,無
彰化縣彰化市永福里,-273,148,421,625,810,77.16,向玉蓮,無
彰化縣彰化市牛埔里,-49,502,551,656,873,75.14,魏文彬,民主進步黨
彰化縣彰化市田中里,-419,153,572,632,846,74.70,林再森,無
彰化縣彰化市石牌里,-270,171,441,764,1090,70.09,王盈奇,無
彰化縣彰化市磚磘里,88,610,522,834,1134,73.54,吳孟聰,無
彰化縣彰化市福安里,-339,183,522,756,986,76.67,鄭景芳,無
彰化縣彰化市福山里,806,1111,305,780,1094,71.30,張海堂,無
彰化縣彰化市福田里,-351,229,580,899,1208,74.42,張畯蓄,無
彰化縣彰化市竹中里,-132,355,487,573,773,74.13,何則諭,無
彰化縣彰化市竹巷里,-188,125,313,591,814,72.60,張振遠,無
彰化縣彰化市興北里,37,251,214,532,736,72.28,謝明宗,無
彰化縣彰化市茄南里,179,473,294,685,902,75.94,邱昱銘,無
彰化縣彰化市茄苳里,-180,255,435,677,887,76.32,吳秋仁,無
彰化縣彰化市莿桐里,-62,507,569,634,863,73.46,蔡侑訓,無
彰化縣彰化市華北里,-142,228,370,498,670,74.33,陳志忠,無
彰化縣彰化市華陽里,-244,252,496,493,704,70.03,林榮聰,無
彰化縣彰化市萬壽里,-89,106,195,581,780,74.49,吳建霖,無
彰化縣彰化市萬安里,85,622,537,700,899,77.86,髙林秀祝,無
彰化縣彰化市西勢里,96,632,536,874,1121,77.97,王逢易,無
彰化縣彰化市西安里,-45,461,506,579,816,70.96,趙慶忠,無
彰化縣彰化市西興里,265,595,330,740,983,75.28,楊火濱,無
彰化縣彰化市長樂里,-311,118,429,662,861,76.89,黄淑美,無
彰化縣彰化市阿夷里,1325,1686,361,922,1133,81.38,蔡國煌,無
彰化縣彰化市陽明里,-7,259,266,649,842,77.08,林振瑞,無
彰化縣彰化市香山里,200,567,367,711,938,75.80,許春郎,無
彰化縣彰化市龍山里,-139,297,436,730,995,73.37,洪敏玲,無
彰化縣永靖鄉五汴村,-169,203,372,454,615,73.82,袁百里,無
彰化縣永靖鄉五福村,-40,204,244,579,787,73.57,高芳熙,無
彰化縣永靖鄉光雲村,-228,247,475,448,669,66.97,詹德如,無
彰化縣永靖鄉同仁村,-281,113,394,561,806,69.60,張清標,無
彰化縣永靖鄉同安村,-321,87,408,466,638,73.04,陳坤立,無
彰化縣永靖鄉四芳村,-271,81,352,428,587,72.91,盧清連,無
彰化縣永靖鄉崙子村,-476,223,699,988,1351,73.13,凃永富,無
彰化縣永靖鄉崙美村,-219,118,337,565,731,77.29,胡順昌,無
彰化縣永靖鄉敦厚村,-133,107,240,506,682,74.19,王永宜,無
彰化縣永靖鄉新莊村,-432,175,607,732,1046,69.98,詹日新,無
彰化縣永靖鄉東寧村,-221,286,507,622,857,72.58,洪仁俊,無
彰化縣永靖鄉永北村,60,410,350,805,1035,77.78,劉銘松,無
彰化縣永靖鄉永南村,-206,261,467,732,968,75.62,劉嘉龍,無
彰化縣永靖鄉永東村,-337,141,478,581,754,77.06,張銘達,無
彰化縣永靖鄉永興村,-34,274,308,517,703,73.54,賴同崙,無
彰化縣永靖鄉永西村,-96,246,342,490,659,74.36,胡耿銘,無
彰化縣永靖鄉浮圳村,-506,191,697,837,1166,71.78,游世庭,無
彰化縣永靖鄉港西村,5,281,276,630,843,74.73,陳勝照,無
彰化縣永靖鄉湳墘村,-309,119,428,553,782,70.72,林輝,無
彰化縣永靖鄉湳港村,-250,170,420,733,1058,69.28,呂金和,無
彰化縣永靖鄉獨鰲村,-114,123,237,577,791,72.95,江洽如,無
彰化縣永靖鄉瑚璉村,42,454,412,1053,1397,75.38,李振申,無
彰化縣永靖鄉福興村,-518,136,654,739,1036,71.33,江錦文,無
彰化縣永靖鄉竹子村,-596,173,769,907,1220,74.34,周文曲,無
彰化縣溪州鄉三圳村,-469,137,606,839,1192,70.39,廖昆中,無
彰化縣溪州鄉三條村,-337,75,412,560,798,70.18,廖清福,無
彰化縣溪州鄉圳寮村,-182,171,353,531,741,71.66,陳勇位,無
彰化縣溪州鄉坑厝村,-334,94,428,466,661,70.50,鄭萬長,無
彰化縣溪州鄉大庄村,-292,227,519,543,817,66.46,陳元振,無
彰化縣溪州鄉尾厝村,-144,288,432,704,947,74.34,劉清棚,無
彰化縣溪州鄉張厝村,-131,83,214,431,635,67.87,朱合沛,無
彰化縣溪州鄉成功村,-158,216,374,615,899,68.41,陳位吉,無
彰化縣溪州鄉東州村,-198,282,480,828,1120,73.93,陳明桂,無
彰化縣溪州鄉柑園村,-387,125,512,733,1085,67.56,宋金堆,無
彰化縣溪州鄉榮光村,-233,98,331,533,794,67.13,鄭章廷,無
彰化縣溪州鄉水尾村,-12,233,245,457,681,67.11,鐘宏池,無
彰化縣溪州鄉溪厝村,-233,290,523,556,781,71.19,呂永富,無
彰化縣溪州鄉溪州村,-83,253,336,465,609,76.35,陳麗華,無
彰化縣溪州鄉潮洋村,-224,82,306,546,792,68.94,孫樹生,無
彰化縣溪州鄉瓦厝村,-156,135,291,655,840,77.98,顏進宜,無
彰化縣溪州鄉舊眉村,-195,217,412,450,640,70.31,蔡順龍,無
彰化縣溪州鄉菜公村,-247,114,361,583,815,71.53,黃世民,無
彰化縣溪州鄉西畔村,-83,240,323,699,1026,68.13,徐旭安,無
彰化縣溪湖鎮中山里,-50,350,400,784,1065,73.62,陳振議,無
彰化縣溪湖鎮中竹里,-244,127,371,547,749,73.03,黃柏勳,無
彰化縣溪湖鎮光平里,-408,172,580,832,1129,73.69,楊林玉春,無
彰化縣溪湖鎮光華里,-159,64,223,313,407,76.90,楊耀木,無
彰化縣溪湖鎮北勢里,-286,223,509,1023,1387,73.76,楊添發,無
彰化縣溪湖鎮大庭里,-541,203,744,948,1315,72.09,陳傳助,無
彰化縣溪湖鎮大突里,40,627,587,842,1152,73.09,謝章啟,無
彰化縣溪湖鎮大竹里,-106,414,520,917,1274,71.98,楊儒斌,無
彰化縣溪湖鎮太平里,-141,266,407,553,753,73.44,施合建,無
彰化縣溪湖鎮媽厝里,-237,176,413,822,1198,68.61,王錦浪,無
彰化縣溪湖鎮平和里,-218,73,291,458,589,77.76,鄭篤喜,無
