村里,2024-2022,2024民眾黨,2022村里長得票,2024投票數,2024選舉人數,2024投票率,里長姓名,里長政黨
花蓮縣秀林鄉景美村,-32,234,266,400,624,64.10,金治雄,無
花蓮縣秀林鄉水源村,-381,165,546,393,535,73.46,洪明輝,無
花蓮縣秀林鄉秀林村,-219,240,459,250,432,57.87,"周賢德 Tmang Sasak",中國國民黨
花蓮縣秀林鄉銅門村,-76,174,250,488,735,66.39,葉清賢,中國國民黨
花蓮縣花蓮市主信里,-205,109,314,459,624,73.56,吳健澧,中國國民黨
花蓮縣花蓮市主力里,21,379,358,575,767,74.97,林建成,中國國民黨
花蓮縣花蓮市主勤里,-126,98,224,505,736,68.61,蔡烈旗,無
花蓮縣花蓮市主和里,54,392,338,563,838,67.18,高健雄,無
花蓮縣花蓮市主商里,-156,82,238,378,505,74.85,廖大慶,中國國民黨
花蓮縣花蓮市主學里,-114,265,379,575,819,70.21,陳紀美雲,無
花蓮縣花蓮市主安里,-163,336,499,798,1164,68.56,許時章,中國國民黨
花蓮縣花蓮市主工里,-157,83,240,364,485,75.05,姜梅蘭,中國國民黨
花蓮縣花蓮市主權里,503,784,281,608,878,69.25,陳悅芳,無
花蓮縣花蓮市主睦里,-157,73,230,363,534,67.98,黃榮康,中國國民黨
花蓮縣花蓮市主義里,-148,61,209,313,429,72.96,蔡佳憲,中國國民黨
花蓮縣花蓮市主計里,-244,109,353,513,776,66.11,張家寧,中國國民黨
花蓮縣花蓮市主農里,310,524,214,675,965,69.95,邱惠敏,無
花蓮縣花蓮市國光里,-354,141,495,751,1139,65.94,魏陽進,中國國民黨
花蓮縣花蓮市國威里,8,205,197,371,886,41.87,陳孟勇,中國國民黨
花蓮縣花蓮市國安里,-112,64,176,346,466,74.25,蔡月琴,中國國民黨
花蓮縣花蓮市國富里,192,636,444,648,919,70.51,莊萬來,中國國民黨
花蓮縣花蓮市國強里,-159,261,420,560,757,73.98,吳逸仁,中國國民黨
花蓮縣花蓮市國慶里,-326,170,496,761,1060,71.79,林群上,無
花蓮縣花蓮市國治里,-248,108,356,542,794,68.26,林建岐,中國國民黨
花蓮縣花蓮市國盛里,156,512,356,588,911,64.54,張芝瑜,中國國民黨
花蓮縣花蓮市國福里,-23,159,182,421,689,61.10,李鳳凰,無
花蓮縣花蓮市國聯里,161,407,246,518,803,64.51,林靜芬,中國國民黨
花蓮縣花蓮市國興里,388,641,253,712,975,73.03,俞慧君,中國國民黨
花蓮縣花蓮市國華里,74,314,240,721,1023,70.48,林軒羽,中國國民黨
花蓮縣花蓮市國裕里,150,594,444,724,1047,69.15,杜曉炬,中國國民黨
花蓮縣花蓮市國防里,-196,123,319,556,788,70.56,黃強,無
花蓮縣花蓮市國風里,119,431,312,666,926,71.92,黃秀霖,中國國民黨
花蓮縣花蓮市國魂里,-68,281,349,643,897,71.68,趙瑞平,中國國民黨
花蓮縣花蓮市民主里,-172,85,257,353,536,65.86,許訓瑜,中國國民黨
花蓮縣花蓮市民享里,28,445,417,671,988,67.91,徐靖縈,中國國民黨
花蓮縣花蓮市民勤里,26,477,451,691,955,72.36,黎新順,中國國民黨
花蓮縣花蓮市民孝里,65,446,381,711,1044,68.10,黃石貴,中國國民黨
花蓮縣花蓮市民德里,47,237,190,530,710,74.65,周玉寶,中國國民黨
花蓮縣花蓮市民心里,-281,139,420,619,933,66.35,孫華祥,無
花蓮縣花蓮市民意里,-98,199,297,264,429,61.54,顏春有,中國國民黨
花蓮縣花蓮市民政里,275,559,284,612,883,69.31,林志鵬,中國國民黨
花蓮縣花蓮市民族里,-145,47,192,264,382,69.11,張東耀,中國國民黨
花蓮縣花蓮市民有里,-77,85,162,380,545,69.72,簡振福,無
花蓮縣花蓮市民樂里,-172,96,268,427,611,69.89,黃村吉,中國國民黨
花蓮縣花蓮市民權里,-85,62,147,275,392,70.15,劉原良,中國國民黨
花蓮縣花蓮市民生里,-312,134,446,680,1002,67.86,吳明崇,民主進步黨
花蓮縣花蓮市民立里,57,196,139,579,808,71.66,張萱,無
花蓮縣花蓮市民運里,-138,248,386,738,1089,67.77,林美靜,中國國民黨
花蓮縣萬榮鄉明利村,-118,59,177,400,619,64.62,謝忠義,無
花蓮縣萬榮鄉紅葉村,-521,88,609,576,1016,56.69,呂明堅,無
花蓮縣萬榮鄉萬榮村,-206,82,288,505,747,67.60,蔡雅雯,無
花蓮縣萬榮鄉西林村,-202,104,306,632,1018,62.08,陳長旭,無
花蓮縣萬榮鄉見晴村,-107,41,148,275,492,55.89,"王菊妹 Hanang．Cyuki",無
花蓮縣萬榮鄉馬遠村,-104,96,200,282,426,66.20,馬鍾啓,無
花蓮縣豐濱鄉新社村,-168,30,198,291,577,50.43,江素珍,全國人民黨
花蓮縣豐濱鄉港口村,-164,40,204,433,729,59.40,許先忠,無
花蓮縣豐濱鄉磯崎村,-144,13,157,197,378,52.12,陳明憲,無
花蓮縣豐濱鄉豐濱村,27,81,54,343,633,54.19,"秦豐春 Sera‧Nikar",無
花蓮縣豐濱鄉靜浦村,-366,32,398,318,617,51.54,黃建治,無
花蓮縣鳳林鎮北林里,-151,61,212,379,523,72.47,黃正輝,無
花蓮縣鳳林鎮南平里,-193,32,225,319,510,62.55,陳文乾,無
花蓮縣鳳林鎮大榮里,-143,122,265,419,700,59.86,莊秀英,中國國民黨
花蓮縣鳳林鎮山興里,-52,48,100,199,299,66.56,"謝盛宜 Calaw Kaniw",無
花蓮縣鳳林鎮林榮里,-413,72,485,524,762,68.77,陳嬌妹,無
花蓮縣鳳林鎮森榮里,-32,4,36,56,82,68.29,謝玉珍,無
花蓮縣鳳林鎮長橋里,-271,72,343,570,905,62.98,邱進崑,無
花蓮縣鳳林鎮鳳仁里,-281,130,411,801,1142,70.14,許正燊,無
花蓮縣鳳林鎮鳳信里,-226,134,360,460,731,62.93,張振華,無
花蓮縣鳳林鎮鳳智里,-265,116,381,680,985,69.04,黃靜宜,無
花蓮縣鳳林鎮鳳禮里,-148,68,216,402,530,75.85,黃清陽,無
花蓮縣鳳林鎮鳳義里,-311,61,372,405,583,69.47,蕭文立,無
