村里,2024-2022,2024民眾黨,2022村里長得票,2024投票數,2024選舉人數,2024投票率,里長姓名,里長政黨
屏東縣東港鎮南平里,-322,137,459,1003,1480,0.7,郭進祐,無
屏東縣東港鎮嘉蓮里,-195,131,326,990,1360,0.7,吳合吉,無
屏東縣東港鎮大潭里,-275,138,413,999,1470,0.7,蘇榮富,無
屏東縣東港鎮新勝里,-182,212,394,1391,1869,0.7,楊瑞吉,無
屏東縣東港鎮新街里,54,539,485,2621,3608,0.7,陳銘修,民主進步黨
屏東縣東港鎮朝安里,-306,162,468,1031,1511,0.7,黃金條,無
屏東縣東港鎮東光里,-115,202,317,1141,1617,0.7,陳德仁,無
屏東縣東港鎮東新里,-186,355,541,1497,2073,0.7,蘇桐慶,民主進步黨
屏東縣東港鎮東津里,-14,397,411,2070,2884,0.7,葉而項,無
屏東縣東港鎮東隆里,-363,102,465,795,1136,0.7,曾進陽,無
屏東縣東港鎮盛漁里,-444,207,651,1331,1870,0.7,許淑珍,無
屏東縣東港鎮福德里,-309,206,515,1284,1781,0.7,林義國,無
屏東縣東港鎮興和里,-615,105,720,761,1024,0.7,顏國淵,無
屏東縣東港鎮興漁里,-187,173,360,997,1420,0.7,孔清雄,無
屏東縣東港鎮興農里,-718,178,896,1034,1387,0.7,陳金滿,無
屏東縣東港鎮船頭里,-432,272,704,1568,2291,0.7,黃耀德,無
屏東縣東港鎮豐漁里,-581,149,730,895,1260,0.7,郭天福,無
屏東縣東港鎮鎮海里,-384,230,614,1397,2006,0.7,許文標,無
屏東縣東港鎮頂中里,-335,160,495,967,1381,0.7,李國賓,無
屏東縣枋寮鄉中寮村,-383,57,440,422,568,0.7,柯宏騰,無
屏東縣枋寮鄉人和村,-461,194,655,1348,1934,0.7,陳惠珠,無
屏東縣枋寮鄉保生村,-591,69,660,593,861,0.7,許來文,無
屏東縣枋寮鄉內寮村,-393,46,439,370,648,0.6,李潘枝欉,無
屏東縣枋寮鄉地利村,-138,111,249,976,1366,0.7,陳清溪,無
屏東縣枋寮鄉大庄村,-289,53,342,438,583,0.8,盧萬成,無
屏東縣枋寮鄉天時村,-334,190,524,1223,1762,0.7,李連福,無
屏東縣枋寮鄉太源村,-268,74,342,566,889,0.6,潘光爛,無
屏東縣枋寮鄉安樂村,-128,125,253,1042,1472,0.7,林秋貴,無
屏東縣枋寮鄉新開村,-392,81,473,505,836,0.6,林淑娥,無
屏東縣枋寮鄉新龍村,-415,74,489,537,837,0.6,郭甫男,無
屏東縣枋寮鄉東海村,-115,274,389,1816,2609,0.7,張連雄,無
屏東縣枋寮鄉枋寮村,-537,128,665,752,1141,0.7,許順彰,無
屏東縣枋寮鄉玉泉村,-193,38,231,269,403,0.7,潘佳豪,無
屏東縣枋寮鄉隆山村,-238,410,648,2762,4088,0.7,葉順治,無
屏東縣枋山鄉加祿村,-630,159,789,1245,1813,0.7,郭昌達,無
屏東縣枋山鄉善餘村,-572,38,610,460,831,0.6,林忠賢,無
屏東縣枋山鄉枋山村,-112,80,192,651,964,0.7,何正光,無
屏東縣枋山鄉楓港村,-562,62,624,528,908,0.6,林榮吉,無
屏東縣林邊鄉中林村,-397,59,456,473,655,0.7,陳慶謀,無
屏東縣林邊鄉仁和村,-318,170,488,1121,1527,0.7,盧麗美,無
屏東縣林邊鄉光林村,-306,154,460,1054,1471,0.7,劉益昌,無
屏東縣林邊鄉崎峯村,-444,119,563,809,1181,0.7,甘國興,無
屏東縣林邊鄉林邊村,-245,128,373,975,1324,0.7,姚源明,無
屏東縣林邊鄉水利村,-318,138,456,1171,1675,0.7,張志陽,無
屏東縣林邊鄉永樂村,-290,286,576,2168,2974,0.7,蔡玉心,無
屏東縣林邊鄉田厝村,-480,78,558,609,878,0.7,許文正,無
屏東縣林邊鄉竹林村,-320,159,479,1260,1779,0.7,蘇福仁,無
屏東縣林邊鄉鎮安村,-550,75,625,738,1024,0.7,謝坤霖,無
屏東縣泰武鄉佳平村,-48,96,144,647,816,0.8,尤梅玲Kjy．Edrdu,無
屏東縣泰武鄉佳興村,-225,31,256,260,389,0.7,楊信道,無
屏東縣泰武鄉平和村,-194,86,280,479,603,0.8,孫錦文,無
屏東縣泰武鄉武潭村,-601,90,691,720,938,0.8,劉安生,無
屏東縣泰武鄉泰武村,-469,74,543,577,757,0.8,郭茂源Bachake．Amulile,無
屏東縣泰武鄉萬安村,-176,70,246,554,721,0.8,陳正順Tjanubak．Djuljapayan,無
屏東縣滿州鄉九棚村,-271,17,288,170,346,0.5,劉怡邑,無
屏東縣滿州鄉响林村,-397,48,445,312,524,0.6,邱琦峰,無
屏東縣滿州鄉永靖村,-767,81,848,650,1169,0.6,潘玉樹,無
屏東縣滿州鄉港仔村,-254,18,272,174,290,0.6,朱進男,無
屏東縣滿州鄉港口村,-768,89,857,667,1161,0.6,賴志吉,無
屏東縣滿州鄉滿州村,-918,110,1028,822,1407,0.6,張勝,無
屏東縣滿州鄉里德村,-286,31,317,224,387,0.6,林智強,無
屏東縣滿州鄉長樂村,-612,74,686,660,1206,0.5,陳恒茂,無
屏東縣潮州鎮三共里,592,808,216,4526,6285,0.7,程文科,無
屏東縣潮州鎮三和里,-328,258,586,1438,2013,0.7,李坤明,無
屏東縣潮州鎮三星里,137,700,563,3886,5360,0.7,簡新發,無
屏東縣潮州鎮九塊里,-80,161,241,1109,1652,0.7,潘陳瑱圓,無
屏東縣潮州鎮五魁里,-311,160,471,987,1391,0.7,鄞家乾,無
屏東縣潮州鎮光春里,-675,164,839,971,1401,0.7,賴金地,無
屏東縣潮州鎮光華里,334,579,245,3111,4642,0.7,羅世宏,無
屏東縣潮州鎮八爺里,-66,318,384,1631,2390,0.7,陳聯政,無
屏東縣潮州鎮同榮里,-273,63,336,414,546,0.8,趙文勝,無
屏東縣潮州鎮四春里,-130,148,278,1109,1632,0.7,陳彥廷,無
屏東縣潮州鎮富春里,-453,99,552,727,1118,0.7,施妙瑛,無
屏東縣潮州鎮崙東里,-46,127,173,998,1493,0.7,郭山河,無
屏東縣潮州鎮彭城里,-466,82,548,614,840,0.7,劉國成,無
屏東縣潮州鎮新榮里,-360,129,489,873,1196,0.7,徐謀,無
屏東縣潮州鎮新生里,-378,110,488,646,902,0.7,詹錦宗,無
屏東縣潮州鎮檨子里,-278,29,307,277,443,0.6,賴基豐,無
屏東縣潮州鎮永春里,296,929,633,4909,7024,0.7,劉正寬,無
屏東縣潮州鎮泗林里,-218,167,385,1133,1550,0.7,李亦勝,無
屏東縣潮州鎮潮州里,-74,54,128,339,483,0.7,朱祐馴,無
屏東縣潮州鎮興美里,-344,93,437,587,877,0.7,莊志精,無
屏東縣潮州鎮蓬萊里,-119,290,409,1665,2352,0.7,蔡志煌,無
屏東縣牡丹鄉四林村,-293,53,346,280,513,0.5,曾美娟,無
屏東縣牡丹鄉旭海村,-271,20,291,238,376,0.6,潘勳鶴,無
屏東縣牡丹鄉東源村,-246,39,285,282,421,0.7,高江海,無
屏東縣牡丹鄉牡丹村,-134,42,176,429,625,0.7,何漢明,無
屏東縣牡丹鄉石門村,-66,138,204,1000,1503,0.7,林一江,無
屏東縣牡丹鄉高士村,-437,40,477,363,556,0.7,余右偉,無
屏東縣獅子鄉丹路村,-502,57,559,487,741,0.7,高基銘,無
屏東縣獅子鄉內文村,-116,16,132,152,225,0.7,施正順Lulji．Rutalengan,無
屏東縣獅子鄉內獅村,-453,68,521,460,627,0.7,周秋雄,無
屏東縣獅子鄉南世村,-237,39,276,280,372,0.8,楊登福Api．Vuruvur,無
屏東縣獅子鄉楓林村,-495,73,568,460,696,0.7,宋銘德,無
屏東縣獅子鄉獅子村,-307,34,341,320,500,0.6,林文旭,無
屏東縣獅子鄉竹坑村,-117,28,145,204,292,0.7,林光正,無
屏東縣獅子鄉草埔村,-437,55,492,425,607,0.7,李秉勝,中國國民黨
屏東縣琉球鄉上福村,-654,180,834,961,1633,0.6,許保吉,無
屏東縣琉球鄉中福村,-339,143,482,774,1249,0.6,李進成,無
屏東縣琉球鄉南福村,-429,94,523,610,1092,0.6,彭麗桂,無
屏東縣琉球鄉大福村,-463,178,641,974,1637,0.6,陳志隆,無
屏東縣琉球鄉天福村,-684,99,783,658,1145,0.6,洪陳美珍,無
屏東縣琉球鄉本福村,-490,190,680,1269,2058,0.6,蘇新富,無
屏東縣琉球鄉杉福村,-495,93,588,544,886,0.6,陳宏鈞,無
屏東縣琉球鄉漁福村,-627,100,727,567,984,0.6,陳志輝,無
屏東縣瑪家鄉三和村,-256,215,471,1573,2047,0.8,吳俊雄,無
屏東縣瑪家鄉佳義村,-466,103,569,680,868,0.8,高勝輝,無
屏東縣瑪家鄉凉山村,-766,111,877,747,1030,0.7,卓永勝,無
屏東縣瑪家鄉北葉村,-589,77,666,588,768,0.8,馮文明,無
屏東縣瑪家鄉排灣村,-331,54,385,334,424,0.8,顏文進,無
屏東縣瑪家鄉瑪家村,-296,46,342,358,452,0.8,唐建生,無
屏東縣竹田鄉二崙村,-596,70,666,681,914,0.7,李毅仁,無
屏東縣竹田鄉六巷村,-449,66,515,581,764,0.8,蔡添貴,無
屏東縣竹田鄉南勢村,-270,51,321,360,450,0.8,張鑑昌,無
屏東縣竹田鄉大湖村,-490,97,587,809,1113,0.7,鄧定輝,無
屏東縣竹田鄉履豐村,-292,64,356,430,546,0.8,邱光榮,無
屏東縣竹田鄉永豐村,-260,68,328,524,845,0.6,藍足珍,無
屏東縣竹田鄉泗洲村,-299,105,404,703,1039,0.7,羅進發,無
屏東縣竹田鄉福田村,-334,42,376,349,456,0.8,李錦絨,無
屏東縣竹田鄉竹南村,-523,106,629,639,831,0.8,侯邑縈,無
屏東縣竹田鄉竹田村,-448,132,580,975,1374,0.7,王慶明,無
屏東縣竹田鄉糶糴村,-423,65,488,490,645,0.8,謝棨忠,無
屏東縣竹田鄉美崙村,-300,66,366,480,599,0.8,邱盛泉,無
屏東縣竹田鄉西勢村,-85,238,323,1654,2277,0.7,林銘政,無
屏東縣竹田鄉頭崙村,-346,141,487,907,1235,0.7,黃正仁,無
屏東縣竹田鄉鳳明村,-369,127,496,807,1150,0.7,陳順興,無
屏東縣萬丹鄉上村村,-347,105,452,631,816,0.8,陳冠向,無
屏東縣萬丹鄉加興村,-569,132,701,875,1180,0.7,張崑興,無
屏東縣萬丹鄉厦北村,-383,183,566,1103,1495,0.7,郭宇城,無
屏東縣萬丹鄉厦南村,-436,147,583,988,1369,0.7,蕭朝琴,無
屏東縣萬丹鄉四維村,-450,220,670,1394,1962,0.7,簡銘昌,無
屏東縣萬丹鄉寶厝村,-518,279,797,1587,2221,0.7,邱俊欽,無
屏東縣萬丹鄉崙頂村,-271,202,473,1252,1768,0.7,張福僑,無
屏東縣萬丹鄉廣安村,-107,282,389,1668,2222,0.8,陳興廣,無
屏東縣萬丹鄉後村村,-412,91,503,714,938,0.8,黃昌茂,無
屏東縣萬丹鄉新庄村,-354,278,632,1495,2036,0.7,簡信良,無
屏東縣萬丹鄉新鐘村,-115,242,357,1421,2012,0.7,饒信義,無
屏東縣萬丹鄉水仙村,-352,68,420,395,516,0.8,莊慶相,無
屏東縣萬丹鄉水泉村,-117,212,329,1275,1675,0.8,李協振,無
屏東縣萬丹鄉灣內村,-650,146,796,938,1284,0.7,陳玉意,無
屏東縣萬丹鄉甘棠村,-184,37,221,257,379,0.7,許玉英,無
屏東縣萬丹鄉田厝村,-210,137,347,718,982,0.7,施宏德,無
屏東縣萬丹鄉磚寮村,-253,105,358,685,900,0.8,黃榮敏,無
屏東縣萬丹鄉社上村,-153,194,347,1152,1643,0.7,劉銀在,無
屏東縣萬丹鄉社中村,-379,194,573,1201,1659,0.7,莊正三,無
屏東縣萬丹鄉社口村,-504,169,673,1036,1483,0.7,郭德,無
屏東縣萬丹鄉社皮村,-371,227,598,1379,1944,0.7,林雲上,無
屏東縣萬丹鄉竹林村,-308,187,495,1086,1589,0.7,薛世清,無
屏東縣萬丹鄉興全村,-661,128,789,812,1107,0.7,莊裕新,無
屏東縣萬丹鄉興安村,-411,79,490,574,782,0.7,陳國成,無
屏東縣萬丹鄉萬全村,-155,397,552,2312,3228,0.7,張原惠,無
屏東縣萬丹鄉萬安村,-217,71,288,409,563,0.7,陳家盛,無
屏東縣萬丹鄉萬後村,-181,85,266,487,706,0.7,鄭原煌,無
屏東縣萬丹鄉萬惠村,-488,106,594,601,802,0.7,李彥貴,無
屏東縣萬丹鄉萬生村,-602,179,781,973,1378,0.7,李妙絹,無
屏東縣萬丹鄉香社村,-679,170,849,1026,1441,0.7,宋安定,無
屏東縣萬巒鄉五溝村,-423,101,524,681,932,0.7,李仲謙,無
屏東縣萬巒鄉佳佐村,-321,149,470,1101,1603,0.7,林永量,無
屏東縣萬巒鄉佳和村,-683,150,833,947,1319,0.7,紀進生,無
屏東縣萬巒鄉成德村,-381,109,490,934,1340,0.7,林榮慶,無
屏東縣萬巒鄉新厝村,-506,118,624,806,1155,0.7,張欽泰,無
