村里,2024-2022,2024民眾黨,2022村里長得票,2024投票數,2024選舉人數,2024投票率,里長姓名,里長政黨
新竹市北區金雅里,682,971,289,953,1157,82.37,蘇虹宇,無
新竹市北區長和里,-17,249,266,554,769,72.04,楊金土,無
新竹市東區三民里,558,982,424,739,1003,73.68,范姜財,無
新竹市東區下竹里,-94,65,159,318,421,75.53,鄭勁譹,無
新竹市東區中正里,-56,116,172,397,531,74.76,戴金河,無
新竹市東區仙宮里,-110,266,376,911,1203,75.73,溫國文,無
新竹市東區仙水里,656,1090,434,875,1186,73.78,葉錢福,中國國民黨
新竹市東區光復里,309,623,314,712,965,73.78,陳駿翔,無
新竹市東區光明里,-24,585,609,722,986,73.23,趙強,中國國民黨
新竹市東區光鎮里,189,722,533,868,1170,74.19,莊金清,無
新竹市東區公園里,273,671,398,730,1003,72.78,林季蓉,無
新竹市東區前溪里,114,559,445,709,914,77.57,温文泰,無
新竹市東區千甲里,-75,435,510,739,1056,69.98,曾資強,無
新竹市東區南大里,44,249,205,421,568,74.12,徐炳生,無
新竹市東區南市里,-142,129,271,589,826,71.31,石添益,無
新竹市東區南門里,-217,122,339,526,695,75.68,沈雄輝,無
新竹市東區埔頂里,1830,2407,577,972,1242,78.26,何芝寧,無
新竹市東區寺前里,-100,148,248,545,741,73.55,鄭錦章,無
新竹市東區建功里,246,841,595,885,1154,76.69,邱漢奇,中國國民黨
新竹市東區建華里,205,484,279,567,784,72.32,徐良芳,無
新竹市東區復中里,272,748,476,690,912,75.66,王峯清,中國國民黨
新竹市東區復興里,721,1084,363,919,1260,72.94,黃建廷,無
新竹市東區成功里,-249,75,324,406,549,73.95,林俊縢,無
新竹市東區振興里,703,1146,443,809,1086,74.49,呂賢輝,無
新竹市東區文華里,442,921,479,463,626,73.96,張金滄,無
新竹市東區新光里,222,651,429,791,1062,74.48,陳心嵐,無
新竹市東區新興里,229,599,370,714,935,76.36,沈威志,無
新竹市東區新莊里,934,1239,305,689,925,74.49,盧秋永,無
新竹市東區明湖里,643,1076,433,698,997,70.01,林汶蓉,無
新竹市東區東勢里,771,1164,393,803,1007,79.74,周彥甫,無
新竹市東區東園里,883,1509,626,806,1078,74.77,張麗芬,無
新竹市東區東山里,298,628,330,697,878,79.38,孫鏗信,中國國民黨
新竹市東區東門里,-78,103,181,398,511,77.89,蘇竹勝,無
新竹市東區柴橋里,558,1141,583,657,873,75.26,黃桂蘭,無
新竹市東區榮光里,-109,21,130,173,275,62.91,張雲錦,無
新竹市東區武功里,47,761,714,974,1275,76.39,陳海鋒,中國國民黨
新竹市東區水源里,140,638,498,925,1244,74.36,曾翰揚,民主進步黨
新竹市東區湖濱里,211,726,515,923,1174,78.62,陳牡丹,中國國民黨
新竹市東區福德里,22,268,246,731,970,75.36,陳嘉福,無
新竹市東區科園里,1102,1441,339,803,1029,78.04,徐兆生,無
新竹市東區立功里,-345,128,473,596,867,68.74,郭天寶,中國國民黨
新竹市東區竹蓮里,-119,97,216,485,684,70.91,鄭陳秀芳,無
新竹市東區綠水里,797,1426,629,962,1282,75.04,黃千芳,無
新竹市東區育賢里,-83,224,307,761,1682,45.24,李文正,無
新竹市東區親仁里,93,345,252,868,1120,77.50,李臺生,中國國民黨
新竹市東區豐功里,242,876,634,882,1169,75.45,翁秀瓊,中國國民黨
新竹市東區軍功里,87,521,434,683,970,70.41,潘柏璋,中國國民黨
新竹市東區金山里,934,1263,329,787,1089,72.27,吳慶杰,無
新竹市東區錦華里,213,401,188,552,732,75.41,廖淑君,無
新竹市東區關帝里,-168,72,240,342,457,74.84,李文桂,無
新竹市東區關新里,597,1149,552,804,1019,78.90,黃雅卿,無
新竹市東區關東里,417,1043,626,766,1075,71.26,徐水蓮,無
新竹市東區頂竹里,213,535,322,605,799,75.72,陳煥勝,無
新竹市東區高峰里,573,1030,457,913,1235,73.93,郭朋鑫,無
新竹市東區龍山里,2576,2908,332,755,1017,74.24,陳宣孝,無
新竹市香山區中埔里,253,545,292,672,883,76.10,蔡坤龍,無
新竹市香山區中隘里,19,379,360,495,695,71.22,陳士樺,無
新竹市香山區內湖里,326,783,457,774,1042,74.28,王斌展,無
新竹市香山區南港里,-234,108,342,517,752,68.75,林武鍾,無
新竹市香山區南隘里,-219,100,319,535,757,70.67,邱坤源,無
新竹市香山區埔前里,214,666,452,828,1088,76.10,蔡萱燁,無
新竹市香山區大庄里,307,602,295,804,1023,78.59,陳梨娟,無
新竹市香山區大湖里,-310,153,463,619,854,72.48,曾一德,無
新竹市香山區朝山里,56,398,342,793,1136,69.81,陳桂廷,無
新竹市香山區東香里,515,877,362,625,877,71.27,許麗君,無
新竹市香山區樹下里,39,387,348,809,1089,74.29,蔡志堅,無
新竹市香山區海山里,51,433,382,895,1231,72.71,林漢文,無
新竹市香山區浸水里,-107,498,605,910,1223,74.41,楊松棋,無
新竹市香山區港南里,94,527,433,603,823,73.27,蘇瑞林,無
新竹市香山區牛埔里,604,1041,437,783,1115,70.22,蔡黃棟,無
新竹市香山區美山里,-195,193,388,781,1100,71.00,陳居財,無
新竹市香山區茄苳里,-167,174,341,668,971,68.80,古秀芬,無
新竹市香山區虎山里,433,999,566,738,1024,72.07,彭炫榮,無
新竹市香山區虎林里,-221,466,687,632,885,71.41,黃郁淳,無
新竹市香山區頂埔里,760,1116,356,677,933,72.56,沈復環,無
新竹市香山區頂福里,533,963,430,564,748,75.40,吳烈如,無
新竹市香山區香山里,560,907,347,832,1119,74.35,黃文濱,無
新竹市香山區香村里,378,766,388,931,1342,69.37,吳春生,無
新竹市香山區鹽水里,-15,283,298,631,844,74.76,陳文榮,無
