村里,2024-2022,2024民眾黨,2022村里長得票,2024投票數,2024選舉人數,2024投票率,里長姓名,里長政黨
雲林縣北港鎮中和里,-83,38,121,232,319,72.73,李忠誠,無
雲林縣北港鎮仁和里,-170,78,248,308,431,71.46,傅信豪,無
雲林縣北港鎮仁安里,-153,59,212,306,402,76.12,蔡宸鎂,無
雲林縣北港鎮光復里,-266,283,549,496,667,74.36,吳東合,無
雲林縣北港鎮光民里,-242,102,344,489,640,76.41,陳鳳珠,無
雲林縣北港鎮公舘里,-223,94,317,360,504,71.43,許家福,無
雲林縣北港鎮共榮里,-81,72,153,255,346,73.70,陳秀華,無
雲林縣北港鎮劉厝里,-457,149,606,784,1069,73.34,李建昇,無
雲林縣北港鎮南安里,-229,96,325,578,761,75.95,蕭永富,無
雲林縣北港鎮大北里,-153,46,199,319,516,61.82,蔡宗廷,無
雲林縣北港鎮大同里,-102,130,232,284,396,71.72,蔡英道,無
雲林縣北港鎮好收里,-166,191,357,653,936,69.76,楊松源,無
雲林縣北港鎮府番里,-321,107,428,486,749,64.89,黃壹清,無
雲林縣北港鎮後溝里,-146,122,268,309,485,63.71,蔡清波,無
雲林縣北港鎮扶朝里,-379,96,475,674,909,74.15,姚水評,無
雲林縣北港鎮新厝里,-125,47,172,247,369,66.94,王趁,無
雲林縣北港鎮新街里,634,1030,396,775,1104,70.20,王昭人,無
雲林縣北港鎮東華里,-189,61,250,283,391,72.38,陳富森,無
雲林縣北港鎮東陽里,-244,102,346,484,650,74.46,吳春美,無
雲林縣北港鎮樹腳里,44,432,388,583,849,68.67,許憶珀,無
雲林縣北港鎮水埔里,-152,51,203,309,451,68.51,蘇秉豐,無
雲林縣北港鎮溝皂里,-157,99,256,684,1082,63.22,蔡榮修,無
雲林縣北港鎮番溝里,-236,83,319,417,710,58.73,李慶東,無
雲林縣北港鎮義民里,-153,59,212,268,359,74.65,吳國興,無
雲林縣北港鎮草湖里,-63,144,207,376,575,65.39,許烜秋,無
雲林縣北港鎮華勝里,276,694,418,794,1081,73.45,林金章,無
雲林縣北港鎮西勢里,-368,130,498,631,908,69.49,蔡金源,無
雲林縣北港鎮賜福里,-150,33,183,213,285,74.74,蔡明峰,無
雲林縣口湖鄉下崙村,-232,185,417,399,810,49.26,吳明海,無
雲林縣口湖鄉口湖村,-300,123,423,631,1035,60.97,呂貴粟,無
雲林縣口湖鄉台子村,-161,165,326,223,348,64.08,林榮輝,無
雲林縣口湖鄉埔北村,-157,101,258,480,834,57.55,蔡建明,無
雲林縣口湖鄉埔南村,-198,72,270,448,675,66.37,王銘揚,無
雲林縣口湖鄉崙中村,-151,129,280,377,692,54.48,謝文棋,無
雲林縣口湖鄉崙東村,-342,144,486,809,1343,60.24,曾霖明,無
雲林縣口湖鄉後厝村,-172,74,246,418,653,64.01,何欣容,無
雲林縣口湖鄉成龍村,-231,62,293,503,838,60.02,田志茂,無
雲林縣口湖鄉梧北村,-431,102,533,733,1094,67.00,李尚穎,無
雲林縣口湖鄉梧南村,-184,200,384,566,865,65.43,李清南,無
雲林縣口湖鄉水井村,-477,58,535,608,878,69.25,李豐善,無
雲林縣口湖鄉港東村,-604,134,738,789,1401,56.32,黃金樹,無
雲林縣口湖鄉港西村,-256,59,315,474,795,59.62,李永鴻,無
雲林縣口湖鄉湖口村,-343,80,423,552,941,58.66,吳麗花,無
雲林縣口湖鄉湖東村,-280,124,404,691,1114,62.03,蘇龍魁,無
雲林縣口湖鄉蚵寮村,-539,124,663,772,1324,58.31,林彥銘,無
雲林縣口湖鄉謝厝村,-250,94,344,620,942,65.82,謝依芩,無
雲林縣口湖鄉過港村,-255,34,289,313,568,55.11,李文閔,無
雲林縣口湖鄉青蚶村,-181,36,217,274,471,58.17,蔡明堂,無
雲林縣口湖鄉頂湖村,-177,62,239,320,589,54.33,王秋雲,無
雲林縣古坑鄉古坑村,2,312,310,708,1086,65.19,韓秋森,無
雲林縣古坑鄉崁腳村,-287,152,439,835,1242,67.23,凃朝欽,無
雲林縣古坑鄉新庄村,-166,183,349,535,723,74.00,賴世榮,無
雲林縣古坑鄉朝陽村,-259,294,553,630,908,69.38,邱寶賢,無
雲林縣古坑鄉東和村,146,448,302,629,899,69.97,高榮淇,無
雲林縣古坑鄉桂林村,-459,95,554,675,1000,67.50,黃煌儀,無
雲林縣古坑鄉棋盤村,-173,268,441,700,1016,68.90,王國勝,無
雲林縣古坑鄉樟湖村,-144,36,180,264,414,63.77,廖永樹,無
雲林縣古坑鄉水碓村,-509,130,639,781,1117,69.92,林永結,無
雲林縣古坑鄉永光村,-176,271,447,667,957,69.70,賴茂行,無
雲林縣古坑鄉永昌村,-269,281,550,743,1070,69.44,李裕驊,無
雲林縣古坑鄉湳仔村,-315,84,399,468,671,69.75,吳景富,無
雲林縣古坑鄉田心村,-157,198,355,798,1063,75.07,劉天喜,無
雲林縣古坑鄉草嶺村,-301,30,331,320,510,62.75,陳兵通,無
雲林縣古坑鄉荷苞村,52,188,136,739,1042,70.92,鄭連松,無
雲林縣古坑鄉華南村,-83,39,122,169,254,66.54,余明軒,無
雲林縣古坑鄉華山村,-331,60,391,428,657,65.14,李國和,無
雲林縣古坑鄉西平村,-452,221,673,651,889,73.23,陳志賢,無
雲林縣古坑鄉高林村,-258,153,411,780,1101,70.84,高瓊南,無
雲林縣古坑鄉麻園村,-383,80,463,491,726,67.63,劉義岳,無
雲林縣四湖鄉三姓村,-138,27,165,209,334,62.57,劉嗚鋒,無
雲林縣四湖鄉內湖村,-189,51,240,357,715,49.93,吳金發,無
雲林縣四湖鄉四湖村,-59,213,272,622,983,63.28,吳金城,無
雲林縣四湖鄉崙北村,-231,127,358,435,824,52.79,吳德霖,無
雲林縣四湖鄉崙南村,-289,68,357,397,745,53.29,吳美玲,無
雲林縣四湖鄉廣溝村,-313,48,361,289,622,46.46,黃崑火,無
雲林縣四湖鄉新庄村,-172,54,226,374,586,63.82,吳世美,無
雲林縣四湖鄉施湖村,-497,104,601,612,1109,55.18,吳仁欽,無
雲林縣四湖鄉林厝村,-268,74,342,524,968,54.13,林建益,無
雲林縣四湖鄉林東村,-373,60,433,459,889,51.63,王經偉,無
雲林縣四湖鄉湖寮村,-157,63,220,340,672,50.60,王任志,無
雲林縣四湖鄉湖西村,-258,286,544,549,799,68.71,王玉鍊,無
雲林縣四湖鄉溪尾村,-283,59,342,370,680,54.41,朱義環,無
雲林縣四湖鄉溪底村,-170,69,239,550,884,62.22,吳啟銘,無
雲林縣四湖鄉羊調村,-230,74,304,492,843,58.36,吳文界,無
雲林縣四湖鄉萡子村,-282,50,332,424,809,52.41,駱鳳蘭,無
雲林縣四湖鄉萡東村,-309,77,386,499,952,52.42,蔡老列,無
雲林縣四湖鄉蔡厝村,-289,51,340,452,777,58.17,王清忠,無
雲林縣四湖鄉飛東村,-211,43,254,263,490,53.67,吳振利,無
雲林縣四湖鄉飛沙村,-347,59,406,406,770,52.73,吳坤龍,無
雲林縣四湖鄉鹿場村,-103,101,204,493,820,60.12,蕭春德,無
雲林縣土庫鎮北平里,-387,100,487,551,787,70.01,侯萬來,無
雲林縣土庫鎮南平里,-290,195,485,596,833,71.55,黃素氣,無
雲林縣土庫鎮埤腳里,-51,133,184,417,673,61.96,吳超文,無
雲林縣土庫鎮大荖里,-477,107,584,605,828,73.07,周傳,無
雲林縣土庫鎮奮起里,-187,123,310,418,671,62.30,楊文孔,無
雲林縣土庫鎮宮北里,-242,204,446,463,623,74.32,劉夏苓,無
雲林縣土庫鎮崙內里,-183,190,373,541,795,68.05,吳添丁,無
雲林縣土庫鎮後埔里,-233,366,599,778,1135,68.55,王長慶,無
雲林縣土庫鎮忠正里,-197,88,285,537,738,72.76,林曾彬彬,無
雲林縣土庫鎮新庄里,-46,174,220,470,711,66.10,陳信賓,無
雲林縣土庫鎮東平里,-108,206,314,596,860,69.30,黃再添,無
雲林縣土庫鎮溪邊里,-114,130,244,454,632,71.84,陳世宗,無
雲林縣土庫鎮石廟里,161,532,371,641,935,68.56,許荺蓁,無
雲林縣土庫鎮興新里,-59,207,266,404,618,65.37,陳信志,無
雲林縣土庫鎮西平里,-234,216,450,580,844,68.72,林吳秋嬌,無
雲林縣土庫鎮越港里,-493,146,639,778,1030,75.53,陳冠汝,無
雲林縣土庫鎮順天里,-372,119,491,607,822,73.84,楊鼎雄,無
雲林縣大埤鄉三結村,-431,143,574,768,1133,67.78,徐萬成,無
雲林縣大埤鄉北和村,-158,90,248,493,700,70.43,沈良定,無
雲林縣大埤鄉北鎮村,-247,81,328,473,633,74.72,謝明志,無
雲林縣大埤鄉南和村,-72,292,364,673,903,74.53,翁素蘭,無
雲林縣大埤鄉吉田村,-166,75,241,469,672,69.79,蕭丁財,無
雲林縣大埤鄉嘉興村,60,230,170,903,1250,72.24,沈定正,無
雲林縣大埤鄉大德村,-270,124,394,608,907,67.03,張文秋,無
雲林縣大埤鄉尚義村,-21,247,268,498,689,72.28,許慶源,無
雲林縣大埤鄉怡然村,-176,91,267,487,687,70.89,許金發,無
雲林縣大埤鄉松竹村,-266,110,376,587,860,68.26,梁松鵬,無
雲林縣大埤鄉聯美村,-263,116,379,685,1010,67.82,吳美齡,無
雲林縣大埤鄉興安村,-170,84,254,431,633,68.09,劉國民,無
雲林縣大埤鄉西鎮村,-281,72,353,395,659,59.94,唐文卿,無
雲林縣大埤鄉豐岡村,-292,62,354,381,553,68.90,張佩寓,無
雲林縣大埤鄉豐田村,-286,247,533,426,549,77.60,沈英正,無
雲林縣崙背鄉五魁村,-228,95,323,483,756,63.89,許明全,無
雲林縣崙背鄉南陽村,-297,333,630,756,1067,70.85,李重勲,無
雲林縣崙背鄉大有村,-75,140,215,400,654,61.16,黃木榮,無
雲林縣崙背鄉崙前村,-249,242,491,626,912,68.64,李文宏,無
雲林縣崙背鄉東明村,-612,10,622,632,1054,59.96,劉榮豐,無
雲林縣崙背鄉枋南村,-187,78,265,473,703,67.28,鍾三東,無
雲林縣崙背鄉水尾村,-490,106,596,793,1127,70.36,鍾順亨,無
雲林縣崙背鄉港尾村,-443,143,586,784,1197,65.50,廖炳淞,無
雲林縣崙背鄉羅厝村,-359,229,588,612,940,65.11,李照域,無
雲林縣崙背鄉舊庄村,-446,110,556,641,1065,60.19,許進田,無
雲林縣崙背鄉草湖村,-293,154,447,427,639,66.82,林琮浩,無
雲林縣崙背鄉西榮村,-630,199,829,943,1370,68.83,李金樹,無
雲林縣崙背鄉豐榮村,-237,179,416,490,809,60.57,許國興,無
雲林縣崙背鄉阿勸村,-245,256,501,600,972,61.73,廖培廷,無
雲林縣斗六市三光里,-231,57,288,352,513,68.62,黃順昌,無
雲林縣斗六市三平里,515,894,379,1163,1618,71.88,黃玉昭,無
雲林縣斗六市中和里,-224,101,325,562,745,75.44,于誠亮,無
雲林縣斗六市久安里,-169,372,541,993,1366,72.69,凃凱翔,中國國民黨
雲林縣斗六市仁愛里,-365,141,506,774,1015,76.26,洪弘倫,無
雲林縣斗六市保庄里,547,972,425,1093,1448,75.48,李芳美,無
雲林縣斗六市信義里,-138,97,235,453,570,79.47,施耀斐,無
雲林縣斗六市光興里,-151,99,250,479,694,69.02,林柏洋,無
雲林縣斗六市八德里,162,460,298,610,835,73.05,林錫達,無
雲林縣斗六市公正里,-127,482,609,1053,1434,73.43,鄭文成,無
雲林縣斗六市公誠里,14,380,366,710,940,75.53,張清徽,無
雲林縣斗六市十三里,-467,155,622,832,1133,73.43,張進啓,無
雲林縣斗六市嘉東里,-248,248,496,1050,1437,73.07,張超雄,無
雲林縣斗六市四維里,-81,76,157,405,558,72.58,呂昶夆,無
雲林縣斗六市太平里,-176,115,291,559,734,76.16,邱文富,無
雲林縣斗六市崙峯里,-71,392,463,774,1067,72.54,林兩和,中國國民黨
雲林縣斗六市忠孝里,-169,224,393,1012,1310,77.25,陳建成,無
雲林縣斗六市成功里,-296,471,767,893,1144,78.06,曾景坐,無
雲林縣斗六市文化里,-89,402,491,816,1114,73.25,王明池,無
雲林縣斗六市明德里,112,679,567,739,952,77.63,賴國進,無
雲林縣斗六市林頭里,229,688,459,1126,1466,76.81,張雅筑,無
雲林縣斗六市梅林里,-125,252,377,485,659,73.60,賴坤立,無
雲林縣斗六市榴中里,80,727,647,735,1049,70.07,蔡芳聰,無
雲林縣斗六市榴北里,-458,135,593,698,1053,66.29,張朝明,無
雲林縣斗六市榴南里,-32,418,450,633,874,72.43,何錦龍,無
雲林縣斗六市正心里,-380,319,699,776,1019,76.15,吳志聰,無
雲林縣斗六市江厝里,-389,296,685,522,720,72.50,沈永清,無
雲林縣斗六市湖山里,-227,117,344,718,1047,68.58,鄧玉足,無
雲林縣斗六市溝埧里,-161,87,248,464,629,73.77,江麗華,無
雲林縣斗六市溪洲里,68,506,438,719,1056,68.09,徐文順,無
雲林縣斗六市社口里,-357,380,737,587,815,72.02,蘇宴民,無
雲林縣斗六市虎溪里,287,515,228,1129,1599,70.61,籃樹盛,無
雲林縣斗六市重光里,20,382,362,798,1100,72.55,姜宗文,無
雲林縣斗六市鎮北里,258,448,190,846,1141,74.15,劉弘暉,無
雲林縣斗六市鎮南里,347,545,198,751,1017,73.84,莊志成,無
雲林縣斗六市鎮東里,47,392,345,899,1173,76.64,楊鴻玉,無
雲林縣斗六市鎮西里,177,569,392,611,875,69.83,張寶德,無
雲林縣斗六市長安里,241,544,303,1163,1588,73.24,楊美滿,無
雲林縣斗六市長平里,30,326,296,1010,1369,73.78,高忠傑,無
雲林縣斗六市龍潭里,44,311,267,709,974,72.79,關紋舜,無
雲林縣斗南鎮中天里,-382,168,550,889,1172,75.85,沈政勳,無
雲林縣斗南鎮僑真里,75,368,293,626,900,69.56,陳建名,無
雲林縣斗南鎮北銘里,-319,203,522,1015,1351,75.13,徐見銘,無
雲林縣斗南鎮南昌里,-122,283,405,783,1140,68.68,沈銘偉,無
雲林縣斗南鎮埤麻里,-225,85,310,517,765,67.58,詹勝富,無
雲林縣斗南鎮大同里,98,478,380,660,917,71.97,沈村男,無
雲林縣斗南鎮大東里,-250,123,373,597,841,70.99,沈永靖,無
雲林縣斗南鎮將軍里,-57,207,264,583,807,72.24,沈榮華,無
雲林縣斗南鎮小東里,-169,210,379,1003,1383,72.52,呂登華,無
雲林縣斗南鎮新光里,66,440,374,961,1330,72.26,吳秋蓮,無
雲林縣斗南鎮新南里,-323,104,427,475,701,67.76,宋國源,無
雲林縣斗南鎮新崙里,-81,196,277,551,795,69.31,沈合成,無
雲林縣斗南鎮明昌里,89,530,441,794,1060,74.91,蔡淑惠,無
雲林縣斗南鎮東仁里,-408,158,566,841,1102,76.32,凃維志,無
雲林縣斗南鎮東明里,-115,116,231,657,907,72.44,楊進原,無
雲林縣斗南鎮林子里,-104,193,297,895,1254,71.37,黃順助,無
雲林縣斗南鎮田頭里,96,342,246,853,1171,72.84,李妙女,無
雲林縣斗南鎮石溪里,-244,97,341,557,779,71.50,高永建,無
雲林縣斗南鎮石龜里,-202,93,295,535,714,74.93,吳村田,無
雲林縣斗南鎮舊社里,32,446,414,959,1287,74.51,葉永萌,無
雲林縣斗南鎮西伯里,-273,100,373,554,808,68.56,沈憲卿,無
雲林縣斗南鎮西岐里,76,298,222,858,1115,76.95,張順從,無
雲林縣斗南鎮阿丹里,-146,137,283,776,1080,71.85,曾明瑞,無
雲林縣斗南鎮靖興里,-194,108,302,597,837,71.33,宋道周,無
雲林縣東勢鄉同安村,-390,180,570,542,872,62.16,陳俊來,無
雲林縣東勢鄉嘉隆村,-163,144,307,488,815,59.88,黃寶榮,無
雲林縣東勢鄉四美村,-77,60,137,328,553,59.31,吳鐵全,無
雲林縣東勢鄉安南村,-365,80,445,449,747,60.11,謝君貝,無
雲林縣東勢鄉復興村,-274,65,339,362,497,72.84,張文發,無
雲林縣東勢鄉新坤村,-447,84,531,598,977,61.21,黃華山,無
雲林縣東勢鄉昌南村,-457,55,512,521,793,65.70,陳論,無
雲林縣東勢鄉月眉村,-504,125,629,678,1076,63.01,張見文,無
雲林縣東勢鄉東北村,-304,155,459,814,1140,71.40,黃榮堂,無
雲林縣東勢鄉東南村,-177,189,366,577,818,70.54,林素敏,無
雲林縣東勢鄉程海村,-207,57,264,349,522,66.86,吳振嘉,無
雲林縣東勢鄉龍潭村,-308,55,363,459,759,60.47,黃定峯,無
雲林縣林內鄉九芎村,54,373,319,874,1261,69.31,余銘勲,無
雲林縣林內鄉坪頂村,-267,49,316,319,466,68.45,林賢宗,無
雲林縣林內鄉林中村,363,537,174,897,1213,73.95,詹文邦,無
雲林縣林內鄉林北村,-25,285,310,921,1322,69.67,蔡錦騰,無
雲林縣林內鄉林南村,-201,146,347,685,959,71.43,林鴻顏,無
雲林縣林內鄉林茂村,-261,125,386,539,789,68.31,張維達,無
雲林縣林內鄉湖本村,-181,90,271,421,609,69.13,林文祥,無
雲林縣林內鄉烏塗村,-363,141,504,732,1059,69.12,張翠屏,無
雲林縣林內鄉烏麻村,-318,132,450,676,966,69.98,詹飛聲,無
雲林縣林內鄉重興村,-91,246,337,678,907,74.75,張聰賜,無
雲林縣水林鄉土厝村,-542,125,667,709,1080,65.65,蔡陣順,無
雲林縣水林鄉塭底村,-290,48,338,375,630,59.52,黃志金,無
雲林縣水林鄉大山村,-328,80,408,624,961,64.93,李瀛斌,無
雲林縣水林鄉大溝村,-332,89,421,579,922,62.80,李啓政,無
雲林縣水林鄉尖山村,-231,70,301,426,625,68.16,楊政勳,無
雲林縣水林鄉山腳村,-229,47,276,455,720,63.19,潘志誠,無
雲林縣水林鄉後寮村,-132,63,195,385,613,62.81,陳正龍,無
雲林縣水林鄉春埔村,-358,60,418,563,893,63.05,嚴清山,無
雲林縣水林鄉松中村,-217,26,243,301,459,65.58,林勝郎,無
雲林縣水林鄉松北村,-233,89,322,586,922,63.56,陳國淵,無
雲林縣水林鄉松西村,-177,35,212,378,597,63.32,郭天助,無
雲林縣水林鄉水北村,-193,247,440,757,1229,61.59,洪茂仁,無
雲林縣水林鄉水南村,35,250,215,864,1208,71.52,陳松安,無
雲林縣水林鄉海埔村,-411,88,499,576,925,62.27,莊國豐,無
雲林縣水林鄉溪墘村,-261,93,354,513,744,68.95,鄭振裕,無
雲林縣水林鄉灣東村,-123,52,175,346,556,62.23,黃博厚,無
雲林縣水林鄉灣西村,-333,77,410,503,837,60.10,黃常,無
雲林縣水林鄉瓊埔村,-305,46,351,385,616,62.50,柯艷華,無
雲林縣水林鄉萬興村,-177,71,248,403,645,62.48,柳瑞吉,無
雲林縣水林鄉蕃薯村,-282,82,364,569,899,63.29,吳世明,無
雲林縣水林鄉蘇秦村,-266,70,336,519,896,57.92,吳志孟,無
雲林縣水林鄉西井村,-159,64,223,394,579,68.05,丁明富,無
雲林縣水林鄉車港村,-224,52,276,333,550,60.55,蔡炳煌,無
雲林縣水林鄉順興村,-236,67,303,442,740,59.73,李振明,無
雲林縣臺西鄉五榔村,-183,33,216,265,427,62.06,吳東峰,無
雲林縣臺西鄉五港村,2,213,211,741,1158,63.99,林春福,無
雲林縣臺西鄉光華村,-230,70,300,423,633,66.82,丁金城,無
雲林縣臺西鄉台西村,-503,158,661,763,1151,66.29,賴俊傑,無
雲林縣臺西鄉和豐村,-160,288,448,607,992,61.19,林培煌,無
雲林縣臺西鄉富琦村,-62,200,262,674,1009,66.80,林宏諺,無
雲林縣臺西鄉山寮村,-380,70,450,444,781,56.85,林麗美,無
雲林縣臺西鄉永豐村,-70,168,238,471,725,64.97,許文毅,無
雲林縣臺西鄉泉州村,-189,73,262,323,564,57.27,丁金獅,無
雲林縣臺西鄉海北村,-302,131,433,661,1027,64.36,丁金勤,無
雲林縣臺西鄉海南村,-206,125,331,646,1043,61.94,丁丞濂,無
雲林縣臺西鄉海口村,-338,261,599,564,948,59.49,吳志雄,無
雲林縣臺西鄉溪頂村,-203,131,334,399,673,59.29,林錠玉,無
雲林縣臺西鄉牛厝村,-102,156,258,592,1068,55.43,龔英俊,無
雲林縣臺西鄉蚊港村,-161,171,332,640,1066,60.04,許旭哲,無
雲林縣莿桐鄉五華村,-371,142,513,306,437,70.02,李佳誠,無
雲林縣莿桐鄉六合村,-146,215,361,780,1100,70.91,張綺苓,無
雲林縣莿桐鄉四合村,-216,235,451,589,819,71.92,蔡見成,無
雲林縣莿桐鄉埔子村,-112,312,424,731,996,73.39,李江淋,無
雲林縣莿桐鄉埔尾村,-345,170,515,868,1172,74.06,張義豐,無
雲林縣莿桐鄉大美村,-108,457,565,780,1073,72.69,何順良,無
雲林縣莿桐鄉甘厝村,-256,134,390,612,829,73.82,張向,無
雲林縣莿桐鄉甘西村,-254,169,423,526,739,71.18,林建旭,無
雲林縣莿桐鄉義和村,-239,120,359,683,1015,67.29,歐景文,無
雲林縣莿桐鄉興桐村,-140,120,260,408,554,73.65,林慶聰,無
雲林縣莿桐鄉興貴村,-242,240,482,575,842,68.29,黃聰府,無
雲林縣莿桐鄉莿桐村,-114,576,690,673,950,70.84,陳堅棻,無
雲林縣莿桐鄉饒平村,-290,159,449,755,1092,69.14,錢國榮,無
雲林縣莿桐鄉麻園村,-66,156,222,622,866,71.82,鄭永鴻,無
雲林縣虎尾鎮三合里,-605,206,811,975,1300,75.00,林坤泉,無
雲林縣虎尾鎮下溪里,-121,240,361,418,558,74.91,周勝騰,無
雲林縣虎尾鎮中山里,-175,123,298,609,843,72.24,陳坤珍,無
雲林縣虎尾鎮中溪里,-343,173,516,968,1278,75.74,周健民,無
雲林縣虎尾鎮公安里,72,418,346,733,975,75.18,黃中輝,無
雲林縣虎尾鎮北溪里,-294,178,472,600,823,72.90,陳俊旗,無
雲林縣虎尾鎮埒內里,-18,389,407,979,1310,74.73,沈義隆,無
雲林縣虎尾鎮堀頭里,-373,143,516,635,822,77.25,李萬壽,無
雲林縣虎尾鎮墾地里,44,463,419,571,830,68.80,黃秋雄,無
雲林縣虎尾鎮安慶里,-536,171,707,929,1271,73.09,廖勝雄,無
雲林縣虎尾鎮安溪里,-217,265,482,615,834,73.74,蔡朝忠,無
雲林縣虎尾鎮平和里,555,929,374,903,1131,79.84,陳麗娟,無
雲林縣虎尾鎮廉使里,226,655,429,797,1111,71.74,林麗娟,無
雲林縣虎尾鎮延平里,-500,194,694,810,1113,72.78,周章銅,無
雲林縣虎尾鎮建國里,-94,70,164,321,537,59.78,蘇成就,無
雲林縣虎尾鎮德興里,-217,384,601,866,1214,71.33,陳錦松,無
雲林縣虎尾鎮惠來里,-139,300,439,859,1238,69.39,周文章,無
雲林縣虎尾鎮新吉里,90,644,554,1002,1321,75.85,謝銀樹,無
雲林縣虎尾鎮新興里,-148,230,378,507,710,71.41,蔡榮富,無
雲林縣虎尾鎮東仁里,-234,362,596,952,1260,75.56,鄭蔡雪娥,無
雲林縣虎尾鎮東屯里,-303,162,465,834,1183,70.50,方西湖,無
雲林縣虎尾鎮穎川里,62,348,286,830,1119,74.17,郭惠珍,無
雲林縣虎尾鎮立仁里,215,587,372,824,1131,72.86,楊素珍,無
雲林縣虎尾鎮興中里,-56,226,282,553,781,70.81,蔡添丁,無
雲林縣虎尾鎮興南里,-112,369,481,933,1224,76.23,周清石,無
雲林縣虎尾鎮芳草里,-373,128,501,591,873,67.70,趙朝勤,無
雲林縣虎尾鎮西安里,115,461,346,688,927,74.22,詹岳霖,無
雲林縣虎尾鎮西屯里,-348,200,548,999,1424,70.15,王文杉,無
雲林縣虎尾鎮頂溪里,-124,366,490,934,1265,73.83,陳天飛,無
雲林縣褒忠鄉中勝村,-142,195,337,495,692,71.53,張文邦,無
雲林縣褒忠鄉中民村,-328,265,593,591,817,72.34,吳明和,無
雲林縣褒忠鄉埔姜村,-98,181,279,508,713,71.25,陳金北,無
雲林縣褒忠鄉新湖村,-101,110,211,302,433,69.75,吳淑娟,無
雲林縣褒忠鄉有才村,-292,80,372,515,793,64.94,曾樹頭,無
雲林縣褒忠鄉潮厝村,-214,92,306,501,812,61.70,陳成琮,無
雲林縣褒忠鄉田洋村,-345,102,447,506,713,70.97,章深根,無
雲林縣褒忠鄉馬鳴村,-203,164,367,300,450,66.67,許文禎,無
雲林縣褒忠鄉龍岩村,-385,123,508,749,1128,66.40,康榮福,無
雲林縣西螺鎮七座里,-249,103,352,581,856,67.87,廖學智,無
雲林縣西螺鎮下湳里,-252,119,371,559,789,70.85,張彩媚,無
雲林縣西螺鎮中和里,-221,70,291,368,513,71.73,陳泰川,無
雲林縣西螺鎮中興里,-6,435,441,1056,1450,72.83,楊素戀,無
雲林縣西螺鎮九隆里,-289,92,381,476,670,71.04,黃進國,無
雲林縣西螺鎮光華里,-419,152,571,740,999,74.07,廖錦銘,無
