村里,2024-2022,2024民眾黨,2022村里長得票,2024投票數,2024選舉人數,2024投票率,里長姓名,里長政黨
臺南市北區元美里,-8,457,465,848,1058,80.15,侯喬蓁,民主進步黨
臺南市北區公園里,-64,204,268,559,826,67.68,徐富美,無
臺南市北區力行里,-155,319,474,812,1113,72.96,鄭昆福,無
臺南市北區北華里,109,391,282,844,1184,71.28,王黃春子,無
臺南市北區北門里,249,641,392,655,937,69.90,許雅晴,無
臺南市北區合興里,-101,416,517,954,1252,76.20,吳承芳,無
臺南市北區和順里,379,680,301,920,1217,75.60,吳杰,無
臺南市北區大光里,223,565,342,891,1253,71.11,吳坤福,無
臺南市北區大和里,58,521,463,889,1204,73.84,陳美惠,無
臺南市北區大港里,130,736,606,642,846,75.89,黃良賢,無
臺南市北區大興里,-89,356,445,602,890,67.64,黃文宗,無
臺南市北區大豐里,59,556,497,669,984,67.99,余禮南,無
臺南市北區小北里,83,455,372,645,884,72.96,謝水泉,民主進步黨
臺南市北區成功里,89,657,568,1167,1525,76.52,鄭景元,民主進步黨
臺南市北區成德里,372,660,288,835,1134,73.63,王登炎,民主進步黨
臺南市北區振興里,-180,211,391,623,897,69.45,侯美惠,無
臺南市北區文元里,295,588,293,754,993,75.93,吳春美,民主進步黨
臺南市北區文成里,84,415,331,756,993,76.13,蘇來椿,無
臺南市北區東興里,-141,254,395,740,964,76.76,王泉尚,無
臺南市北區正覺里,-56,408,464,750,1024,73.24,吳銅吉,民主進步黨
臺南市北區永祥里,-143,356,499,1058,1445,73.22,李青春,無
臺南市北區福德里,502,876,374,773,989,78.16,林勝緞,民主進步黨
臺南市北區立人里,-283,300,583,985,1350,72.96,陳春津,無
臺南市北區華德里,414,702,288,825,1120,73.66,宋藍美玉,無
臺南市北區賢北里,3,519,516,826,1122,73.62,黃富得,無
臺南市北區重興里,-22,271,293,777,1034,75.15,鄭林阿雪,無
臺南市北區長勝里,85,445,360,792,1140,69.47,吳澐晏,中國國民黨
臺南市北區長興里,-182,289,471,844,1202,70.22,李茂德,無
臺南市北區開元里,51,411,360,769,1100,69.91,翁明樹,無
臺南市北區雙安里,-29,322,351,764,1024,74.61,鄭智化,無
臺南市北門區三光里,-106,114,220,403,624,64.58,侯進枝,無
臺南市北門區保吉里,-156,101,257,429,678,63.27,王忠城,無
臺南市北門區北門里,-101,63,164,277,423,65.48,侯明順,無
臺南市北門區慈安里,-250,68,318,420,707,59.41,陳錦文,無
臺南市北門區文山里,-249,99,348,363,566,64.13,李英信,無
臺南市北門區永隆里,-104,63,167,266,427,62.30,王益,無
臺南市北門區玉港里,-135,54,189,207,318,65.09,陳來盛,無
臺南市北門區蚵寮里,1,117,116,312,530,58.87,洪承富,無
臺南市北門區錦湖里,-254,71,325,525,890,58.99,陳國庸,無
臺南市北門區雙春里,-180,39,219,268,433,61.89,李連興,無
臺南市南化區中坑里,-168,29,197,264,393,67.18,錢百萬,無
臺南市南化區北寮里,-438,101,539,674,1068,63.11,李坤童,無
臺南市南化區北平里,-304,41,345,400,525,76.19,洪明石,無
臺南市南化區南化里,-149,122,271,459,642,71.50,余俊輝,無
臺南市南化區小崙里,-386,59,445,487,742,65.63,張毓仁,無
臺南市南化區東和里,-197,41,238,351,585,60.00,林志明,無
臺南市南化區玉山里,-501,83,584,659,970,67.94,邱永霖,無
臺南市南化區西埔里,-276,50,326,429,685,62.63,陳志得,無
臺南市南化區關山里,-285,101,386,504,921,54.72,謝國男,無
臺南市南區佛壇里,-224,281,505,838,1099,76.25,葉瑞勇,無
臺南市南區光明里,72,511,439,663,919,72.14,黃榮籐,無
臺南市南區再興里,-56,271,327,838,1108,75.63,吳昇柏,無
臺南市南區南華里,-77,302,379,813,1160,70.09,辜福恩,無
臺南市南區南都里,-31,306,337,884,1613,54.80,高麗雲,無
臺南市南區同安里,-152,251,403,804,1102,72.96,林良文,民主進步黨
臺南市南區喜北里,-350,200,550,791,1068,74.06,林鴻儒,無
臺南市南區喜南里,-557,94,651,817,1136,71.92,曹和田,無
臺南市南區喜東里,-173,232,405,783,1079,72.57,蔡祠重,無
臺南市南區國宅里,37,352,315,672,940,71.49,史進財,無
臺南市南區大忠里,-66,569,635,825,1150,71.74,許智雄,無
臺南市南區大恩里,-166,399,565,639,860,74.30,施國熙,無
臺南市南區大成里,42,371,329,994,1306,76.11,鄭宏源,無
臺南市南區大林里,-260,283,543,788,1078,73.10,劉相明,無
臺南市南區府南里,64,617,553,1212,1702,71.21,尤俊銘,無
臺南市南區廣州里,-309,241,550,806,1068,75.47,許林麗玉,無
臺南市南區建南里,208,669,461,891,1157,77.01,江勝雄,民主進步黨
臺南市南區彰南里,-124,165,289,588,848,69.34,吳明達,無
臺南市南區文南里,97,653,556,785,1125,69.78,陳清泉,無
臺南市南區文華里,-98,378,476,802,1060,75.66,李秉樺,無
臺南市南區新昌里,-186,290,476,845,1152,73.35,郭志興,無
臺南市南區新生里,106,432,326,696,1019,68.30,王安國,中國國民黨
臺南市南區新興里,-64,325,389,592,853,69.40,邱志初,民主進步黨
臺南市南區明亮里,28,435,407,760,1016,74.80,蘇三柱,民主進步黨
臺南市南區明德里,-343,260,603,1038,1395,74.41,陳瑞華,中國國民黨
臺南市南區明興里,-82,391,473,1085,1478,73.41,賀少宏,民主進步黨
臺南市南區松安里,-58,198,256,770,1030,74.76,黃高能,無
臺南市南區永寧里,-227,158,385,670,921,72.75,王育貞,無
臺南市南區田寮里,67,366,299,637,890,71.57,王能波,無
臺南市南區省躬里,-87,574,661,894,1239,72.15,杜枝文,無
臺南市南區竹溪里,-17,215,232,575,791,72.69,康益彰,無
臺南市南區興農里,-287,430,717,697,990,70.40,段美珠,無
臺南市南區郡南里,-219,453,672,852,1145,74.41,王全益,民主進步黨
臺南市南區金華里,120,631,511,868,1204,72.09,柯崑城,無
臺南市南區開南里,53,712,659,1138,1624,70.07,梁坤財,無
臺南市南區鯤鯓里,-95,151,246,639,914,69.91,陳金江,無
臺南市南區鹽埕里,62,395,333,600,848,70.75,王文坤,民主進步黨
臺南市善化區什乃里,-411,177,588,864,1182,73.10,王榮勳,無
臺南市善化區光文里,499,857,358,1018,1362,74.74,廖宛崢,無
臺南市善化區六分里,-236,72,308,479,650,73.69,蘇文俊,無
臺南市善化區六德里,-193,137,330,690,995,69.35,楊駕,無
臺南市善化區南關里,-206,256,462,675,918,73.53,許義方,無
臺南市善化區嘉北里,-468,234,702,1167,1580,73.86,梁楊玉華,無
臺南市善化區嘉南里,-400,147,547,748,1044,71.65,林儀伍,無
臺南市善化區坐駕里,152,630,478,995,1336,74.48,林怡珊,無
臺南市善化區小新里,327,787,460,1051,1418,74.12,黃瑞芳,無
臺南市善化區文昌里,-111,409,520,1072,1552,69.07,李立先,無
臺南市善化區文正里,-548,240,788,1123,1541,72.87,胡志賢,無
臺南市善化區昌隆里,-116,257,373,772,1124,68.68,蘇茂榕,無
臺南市善化區東關里,-302,180,482,773,1095,70.59,張碩峯,無
臺南市善化區溪美里,-214,227,441,736,1022,72.02,李志明,無
臺南市善化區牛庄里,-342,263,605,1200,1612,74.44,蘇坤修,無
臺南市善化區田寮里,-373,184,557,1214,1622,74.85,楊柳塘,無
臺南市善化區胡厝里,-109,336,445,789,1074,73.46,陳順隆,無
臺南市善化區胡家里,-437,143,580,871,1198,72.70,陳彥宏,無
臺南市善化區蓮潭里,563,1186,623,1048,1382,75.83,陳紫晶,無
臺南市善化區頂街里,-139,213,352,895,1234,72.53,洪秉鴻,無
臺南市大內區二溪里,-281,66,347,554,775,71.48,葉榮州,無
臺南市大內區內江里,-368,89,457,603,816,73.90,陳俊佑,無
臺南市大內區內郭里,-117,55,172,417,569,73.29,楊文三,無
臺南市大內區大內里,-208,70,278,522,719,72.60,楊王鳳嬌,無
臺南市大內區曲溪里,-240,49,289,395,521,75.82,楊春寶,無
臺南市大內區環湖里,-278,65,343,470,695,67.63,陳義男,無
臺南市大內區石城里,-459,165,624,970,1377,70.44,楊進,無
臺南市大內區石林里,-256,59,315,402,587,68.48,楊士人,無
臺南市大內區石湖里,-28,90,118,461,698,66.05,陳燕姿,無
臺南市大內區頭社里,-404,64,468,631,942,66.99,羅文宗,無
臺南市學甲區三慶里,-2,100,102,363,556,65.29,郭壬貴,無
臺南市學甲區中洲里,-130,132,262,507,756,67.06,林清發,無
臺南市學甲區仁得里,79,472,393,680,957,71.06,林嘉雄,無
臺南市學甲區光華里,-51,102,153,495,785,63.06,邱益在,無
臺南市學甲區大灣里,-377,97,474,613,900,68.11,王登教,無
臺南市學甲區宅港里,-241,56,297,499,758,65.83,莊天明,無
臺南市學甲區平和里,-422,65,487,619,957,64.68,陳學先,無
臺南市學甲區慈福里,105,260,155,423,580,72.93,李新進,無
臺南市學甲區新榮里,3,331,328,812,1179,68.87,陳敏郎,無
臺南市學甲區新達里,9,221,212,486,681,71.37,陳敏男,無
臺南市學甲區明宜里,-39,215,254,688,1024,67.19,邱福進,無
臺南市學甲區秀昌里,-125,329,454,557,804,69.28,謝金雀,無
臺南市學甲區豐和里,-456,100,556,759,1144,66.35,賴清田,無
臺南市安南區佃東里,-140,475,615,669,999,66.97,程全祿,無
臺南市安南區佃西里,-142,308,450,640,961,66.60,高進見,無
臺南市安南區公親里,-441,168,609,802,1112,72.12,王金樹,無
臺南市安南區公里,-438,131,569,728,1025,71.02,林宏男,無
臺南市安南區南興里,-71,240,311,658,927,70.98,施柏男,無
臺南市安南區原佃里,-124,336,460,815,1135,71.81,莊國隆,無
臺南市安南區四草里,-136,222,358,737,992,74.29,王秋萍,無
臺南市安南區國安里,607,959,352,921,1256,73.33,涂曉涵,民主進步黨
臺南市安南區城中里,-272,151,423,751,1022,73.48,郭美惠,無
臺南市安南區城北里,-57,240,297,595,844,70.50,郭昆財,無
臺南市安南區城南里,-51,434,485,559,807,69.27,蔡清龍,無
臺南市安南區城東里,-166,214,380,527,811,64.98,郭峻民,無
臺南市安南區城西里,-500,161,661,984,1397,70.44,嚴文正,無
臺南市安南區塩田里,-133,243,376,543,798,68.05,朱小蓮,無
臺南市安南區大安里,199,522,323,730,1034,70.60,陳瑞賀,民主進步黨
臺南市安南區媽祖宮里,-526,174,700,954,1405,67.90,林志英,無
臺南市安南區學東里,30,412,382,830,1282,64.74,黃ㄧ忠,無
臺南市安南區安和里,-28,289,317,823,1117,73.68,郭榮珍,無
臺南市安南區安富里,531,782,251,673,978,68.81,翁健倫,民主進步黨
臺南市安南區安慶里,673,1010,337,909,1201,75.69,王崑茂,無
臺南市安南區安東里,-190,429,619,1057,1451,72.85,吳金城,民主進步黨
臺南市安南區安西里,330,571,241,829,1111,74.62,劉昆河,無
臺南市安南區安順里,479,838,359,868,1224,70.92,鐘曉,無
臺南市安南區州北里,246,648,402,841,1186,70.91,康瀚仁,無
臺南市安南區州南里,424,791,367,968,1282,75.51,涂文財,民主進步黨
臺南市安南區布袋里,-303,271,574,1192,1660,71.81,陳明堂,無
臺南市安南區幸福里,100,511,411,816,1098,74.32,許金海,無
臺南市安南區新順里,668,1079,411,1115,1521,73.31,陳賈,無
臺南市安南區東和里,67,570,503,1148,1568,73.21,曾靖凱,無
臺南市安南區梅花里,259,606,347,722,1022,70.65,林思萍,無
臺南市安南區海佃里,93,526,433,970,1322,73.37,陳輝勝,無
臺南市安南區海南里,234,541,307,1026,1363,75.28,陳金魚,無
臺南市安南區海東里,191,808,617,858,1265,67.83,郭東勛,無
臺南市安南區海西里,116,371,255,1067,1443,73.94,吳威誠,無
臺南市安南區淵中里,-146,418,564,629,907,69.35,吳孟忠,無
臺南市安南區淵東里,398,752,354,870,1245,69.88,黃旺根,無
臺南市安南區淵西里,326,632,306,930,1378,67.49,王建盛,無
臺南市安南區溪北里,-225,349,574,963,1321,72.90,王東從,無
臺南市安南區溪墘里,-19,368,387,730,993,73.51,蕭旭峰,民主進步黨
臺南市安南區溪心里,953,1209,256,941,1415,66.50,劉澤民,無
臺南市安南區溪東里,334,729,395,918,1191,77.08,林清遙,無
臺南市安南區溪頂里,291,634,343,728,1032,70.54,施建安,無
臺南市安南區理想里,109,550,441,775,1095,70.78,鄭順,民主進步黨
臺南市安南區砂崙里,-220,173,393,413,574,71.95,陳泰豐,無
臺南市安南區總頭里,-103,234,337,653,904,72.23,蔡忠明,無
臺南市安南區長安里,431,715,284,1012,1400,72.29,謝天寅,無
臺南市安南區青草里,-536,162,698,948,1463,64.80,魏武雄,無
臺南市安南區頂安里,214,725,511,871,1169,74.51,吳勝智,無
臺南市安南區鳳凰里,88,559,471,1087,1538,70.68,施文瑞,無
臺南市安南區鹿耳里,-245,119,364,588,846,69.50,蕭琮憲,無
臺南市安南區南里,149,715,566,717,1011,70.92,林同寳,無
臺南市安定區中榮里,-93,297,390,611,827,73.88,翁炳煙,無
臺南市安定區中沙里,-302,92,394,540,690,78.26,王猷欽,無
臺南市安定區嘉同里,-172,266,438,811,1107,73.26,王文章,無
臺南市安定區安加里,-120,240,360,788,1056,74.62,王美翔,無
臺南市安定區安定里,-148,189,337,443,614,72.15,歐陽春彥,無
臺南市安定區文科里,-135,193,328,713,1003,71.09,蕭瑞興,無
臺南市安定區新吉里,-202,335,537,938,1280,73.28,方振漢,無
臺南市安定區海寮里,-367,307,674,838,1130,74.16,王昭彬,無
臺南市安定區港南里,-165,414,579,519,721,71.98,王成章,無
臺南市安定區港口里,169,404,235,794,1108,71.66,王國春,無
臺南市安定區港尾里,-233,177,410,527,707,74.54,鄭道隆,無
臺南市安定區蘇厝里,-38,305,343,789,1098,71.86,張慶財,無
臺南市安定區蘇林里,-34,291,325,928,1186,78.25,楊國華,無
臺南市安平區億載里,-238,478,716,1084,1531,70.80,鄭聰維,無
臺南市安平區國平里,990,1353,363,1075,1398,76.90,蔡明宏,無
臺南市安平區天妃里,-228,347,575,784,1071,73.20,周明財,無
臺南市安平區平安里,-332,368,700,875,1258,69.55,蔡陳阿麗,無
臺南市安平區平通里,695,1100,405,820,1229,66.72,李秀珀,民主進步黨
臺南市安平區建平里,368,794,426,871,1231,70.76,傅建峰,無
臺南市安平區怡平里,408,708,300,935,1354,69.05,蔡錦庭,無
臺南市安平區文平里,184,799,615,830,1120,74.11,李瑞福,民主進步黨
臺南市安平區漁光里,-197,43,240,288,402,71.64,林寧峰,無
臺南市安平區王城里,-289,271,560,924,1337,69.11,黃景星,民主進步黨
臺南市安平區育平里,926,1266,340,965,1382,69.83,王國信,無
臺南市安平區華平里,377,693,316,896,1168,76.71,張哲賓,無
臺南市安平區金城里,-186,274,460,578,855,67.60,歐明仁,無
臺南市官田區二鎮里,-92,429,521,744,1004,74.10,陳麒麟,無
臺南市官田區南廍里,-361,141,502,819,1206,67.91,李榮吉,無
臺南市官田區大崎里,-88,27,115,259,388,66.75,陳延海,無
臺南市官田區官田里,-149,273,422,773,1071,72.18,陳泰興,無
臺南市官田區東西庄里,-9,145,154,873,1168,74.74,陳振昆,無
臺南市官田區渡拔里,91,276,185,350,460,76.09,胡義全,無
臺南市官田區烏山頭里,-9,120,129,667,888,75.11,胡宏孟,無
臺南市官田區社子里,-246,71,317,559,792,70.58,陳啓章,無
臺南市官田區隆本里,-122,481,603,611,868,70.39,陳果生,無
臺南市官田區隆田里,-166,199,365,655,920,71.20,洪榮典,無
臺南市將軍區將軍里,-76,113,189,358,540,66.30,吳儒益,無
臺南市將軍區巷埔里,-194,74,268,389,579,67.18,吳武宗,無
臺南市將軍區平沙里,-389,87,476,674,1095,61.55,吳志凱,無
臺南市將軍區廣山里,-267,37,304,320,587,54.51,吳泰源,無
臺南市將軍區忠嘉里,111,263,152,453,658,68.84,何火生,民主進步黨
臺南市將軍區玉山里,-333,48,381,490,805,60.87,邱家和,無
臺南市將軍區苓仔寮里,0,198,198,355,547,64.90,黃信升,無
臺南市將軍區西甲里,-113,219,332,545,781,69.78,戴大川,無
臺南市將軍區長榮里,-182,139,321,777,1091,71.22,謝杉,無
臺南市將軍區長沙里,-186,73,259,407,640,63.59,陳瑜,無
臺南市將軍區鯤溟里,-298,65,363,557,954,58.39,周吉明,無
臺南市將軍區鯤鯓里,-261,133,394,477,759,62.85,王燕宗,無
臺南市山上區南洲里,-228,174,402,506,721,70.18,李振家,無
臺南市山上區山上里,-209,133,342,739,1056,69.98,郭文仁,無
臺南市山上區平陽里,-134,50,184,267,350,76.29,董振錫,無
臺南市山上區新莊里,-267,119,386,638,904,70.58,陳朝家,無
臺南市山上區明和里,-54,185,239,544,817,66.59,田財益,無
臺南市山上區玉峯里,-173,32,205,364,536,67.91,陳啓瑞,無
臺南市山上區豐德里,-98,42,140,256,372,68.82,李明良,無
臺南市左鎮區中正里,-206,48,254,422,667,63.27,尤世旭,無
臺南市左鎮區二寮里,-84,12,96,128,169,75.74,楊來枝,無
臺南市左鎮區光和里,-134,18,152,229,342,66.96,卓勝安,無
臺南市左鎮區內庄里,-107,13,120,221,332,66.57,謝龍泉,無
臺南市左鎮區岡林里,-161,21,182,244,377,64.72,羅周文,無
臺南市左鎮區左鎮里,-140,40,180,293,429,68.30,林谷芳,無
臺南市左鎮區榮和里,-148,45,193,411,594,69.19,胡添丁,無
臺南市左鎮區澄山里,-183,27,210,291,446,65.25,穆宏男,無
臺南市左鎮區睦光里,-109,28,137,222,320,69.38,黃永發,無
臺南市左鎮區草山里,-105,10,115,159,264,60.23,車福耀,無
臺南市後壁區上茄苳里,-257,199,456,705,1010,69.80,黃崑茂,無
臺南市後壁區侯伯里,-92,121,213,463,705,65.67,廖俊斌,無
臺南市後壁區嘉苳里,53,151,98,674,986,68.36,蔡德聖,無
臺南市後壁區土溝里,-271,139,410,297,425,69.88,林木己,無
臺南市後壁區後壁里,-253,182,435,483,687,70.31,陳志成,無
臺南市後壁區新嘉里,-102,88,190,337,491,68.64,李崑木,無
臺南市後壁區新東里,-237,203,440,403,619,65.11,徐育新,無
臺南市後壁區福安里,-379,192,571,381,577,66.03,林明智,無
臺南市後壁區竹新里,-57,132,189,622,857,72.58,張丁元,無
臺南市後壁區菁寮里,17,122,105,239,336,71.13,殷献政,無
臺南市後壁區菁豐里,-82,118,200,521,736,70.79,楊玉年,無
臺南市後壁區長安里,-83,130,213,433,613,70.64,黃秀梅,無
臺南市後壁區長短樹里,-10,180,190,616,907,67.92,黃麗盆,無
臺南市後壁區頂安里,-408,129,537,847,1222,69.31,林丁和,無
臺南市新化區全興里,-306,401,707,968,1317,73.50,林慶隆,無
臺南市新化區北勢里,-472,205,677,1048,1449,72.33,鄭國正,無
臺南市新化區協興里,53,372,319,697,957,72.83,孫麒傑,無
臺南市新化區唪口里,-241,282,523,833,1110,75.05,蔡福成,無
臺南市新化區大坑里,-140,41,181,306,401,76.31,黃永源,無
臺南市新化區太平里,224,653,429,965,1288,74.92,李朝勝,無
臺南市新化區山脚里,15,331,316,907,1280,70.86,林和村,無
臺南市新化區崙頂里,-265,290,555,757,979,77.32,林水鮫,無
臺南市新化區東榮里,253,517,264,794,1154,68.80,劉桂雄,無
臺南市新化區武安里,220,413,193,768,1012,75.89,林揚順,無
臺南市新化區知義里,-214,217,431,861,1112,77.43,張嘉榮,無
臺南市新化區礁坑里,-315,57,372,613,876,69.98,楊秀妙,無
臺南市新化區羊林里,-432,104,536,637,876,72.72,黃啟展,無
臺南市新化區護國里,-71,296,367,644,869,74.11,張國能,無
臺南市新化區豐榮里,106,472,366,916,1211,75.64,蔡素眞,無
臺南市新化區𦰡拔里,-218,270,488,739,991,74.57,李瑞雄,無
臺南市新市區三舍里,39,229,190,661,908,72.80,林華郎,無
臺南市新市區大洲里,-157,126,283,525,710,73.94,張雅倫,無
臺南市新市區大營里,178,563,385,880,1173,75.02,朱文奎,無
臺南市新市區大社里,318,645,327,825,1136,72.62,李清發,無
臺南市新市區新和里,767,1098,331,886,1196,74.08,李富文,無
臺南市新市區新市里,15,400,385,642,933,68.81,鄭明堂,無
臺南市新市區永就里,-31,469,500,514,675,76.15,李昭慶,無
臺南市新市區港墘里,174,513,339,635,874,72.65,翁龍慶,無
臺南市新市區潭頂里,-187,242,429,605,834,72.54,李淑帆,無
臺南市新市區社內里,259,528,269,706,940,75.11,魏千富,無
臺南市新市區豐華里,-209,106,315,609,838,72.67,謝成,無
臺南市新營區三仙里,-128,324,452,906,1294,70.02,蕭水樹,無
臺南市新營區中營里,-350,167,517,773,1070,72.24,蔡牧謙,無
臺南市新營區五興里,-316,151,467,410,606,67.66,郭茂松,無
臺南市新營區南紙里,140,555,415,788,1143,68.94,王信雄,無
臺南市新營區南興里,-55,253,308,734,1105,66.43,林玫伶,無
臺南市新營區嘉芳里,-14,267,281,680,1017,66.86,吳正宇,無
臺南市新營區土庫里,-531,166,697,958,1369,69.98,林旭清,無
臺南市新營區埤寮里,-24,203,227,606,892,67.94,余碧慧,無
臺南市新營區大宏里,-7,340,347,709,980,72.35,蔡崇名,中國國民黨
