村里,2024-2022,2024民眾黨,2022村里長得票,2024投票數,2024選舉人數,2024投票率,里長姓名,里長政黨
高雄市前鎮區民權里,-95,471,566,2864,3774,0.8,吳政昇,無
高雄市前鎮區瑞北里,-205,367,572,2209,3124,0.7,陳眞玟,民主進步黨
高雄市前鎮區瑞南里,-121,549,670,3158,4359,0.7,張木春,民主進步黨
高雄市前鎮區瑞和里,-164,184,348,1288,1768,0.7,陳文人,民主進步黨
高雄市前鎮區瑞崗里,-442,273,715,1766,2405,0.7,洪金山,民主進步黨
高雄市前鎮區瑞平里,42,415,373,2472,3262,0.8,陳柏村,無
高雄市前鎮區瑞文里,-415,274,689,1634,2305,0.7,邱吉弘,無
高雄市前鎮區瑞昌里,-147,387,534,2167,2996,0.7,陳裕達,無
高雄市前鎮區瑞東里,-220,254,474,1534,2186,0.7,許振稽,民主進步黨
高雄市前鎮區瑞祥里,-47,566,613,3059,4239,0.7,陳紫鳳,無
高雄市前鎮區瑞竹里,-59,390,449,1503,2031,0.7,許益彰,無
高雄市前鎮區瑞興里,-540,245,785,1751,2423,0.7,陳俊源,民主進步黨
高雄市前鎮區瑞華里,-175,510,685,3084,4201,0.7,蘇榮隆,無
高雄市前鎮區瑞西里,-587,251,838,1754,2462,0.7,蘇悦敏,民主進步黨
高雄市前鎮區瑞誠里,-114,329,443,1797,2475,0.7,林雪娥,無
高雄市前鎮區瑞豐里,-89,334,423,1845,2530,0.7,邱達雲,無
高雄市前鎮區瑞隆里,-334,385,719,2329,3264,0.7,楊家鴻,無
高雄市前鎮區盛興里,-395,277,672,1788,2634,0.7,鍾鳳美,無
高雄市前鎮區盛豐里,-320,318,638,2066,2951,0.7,王志濱,無
高雄市前鎮區竹中里,33,392,359,2409,3275,0.7,莊茂榮,無
高雄市前鎮區竹內里,-598,169,767,1064,1487,0.7,蘇慶忠,無
高雄市前鎮區竹北里,60,349,289,1806,2469,0.7,孫偉光,無
高雄市前鎮區竹南里,334,969,635,4731,6503,0.7,張銓聖,無
高雄市前鎮區竹東里,-218,229,447,1404,2013,0.7,李春桂,無
高雄市前鎮區竹西里,-142,491,633,2873,3871,0.7,林金良,無
高雄市前鎮區興中里,10,314,304,1954,2877,0.7,狄金山,中國國民黨
高雄市前鎮區興仁里,-283,71,354,511,690,0.7,張秋敏,無
高雄市前鎮區興化里,-284,72,356,487,680,0.7,朱蘇來蔭,無
高雄市前鎮區興東里,116,716,600,3908,5441,0.7,陳建銘,無
高雄市前鎮區興邦里,-285,215,500,1208,1654,0.7,薛文龍,無
高雄市前鎮區良和里,-269,328,597,2008,2719,0.7,陳瑞銓,中國國民黨
高雄市前鎮區草衙里,440,984,544,6106,8923,0.7,李忠正,無
高雄市前鎮區西山里,-30,339,369,2269,3144,0.7,陳天香,無
高雄市前鎮區西甲里,-59,210,269,1465,2039,0.7,潘石誠,民主進步黨
高雄市前鎮區鎮中里,-461,99,560,596,843,0.7,湯淑貞,無
高雄市前鎮區鎮北里,-487,118,605,816,1128,0.7,許昭福,無
高雄市前鎮區鎮昌里,-201,218,419,1402,1903,0.7,涂明鏡,無
高雄市前鎮區鎮東里,-272,182,454,1256,1623,0.8,蔡川士,無
高雄市前鎮區鎮榮里,-315,203,518,1357,1960,0.7,黃士誠,民主進步黨
高雄市前鎮區鎮海里,-27,480,507,2750,3848,0.7,蔡葉珍妮,民主進步黨
高雄市前鎮區鎮陽里,-444,102,546,685,962,0.7,鄭蔡秀燕,無
高雄市大寮區三隆里,-129,534,663,3262,4558,0.7,蕭國欽,民主進步黨
高雄市大寮區上寮里,-374,402,776,2170,3043,0.7,洪巧璇,無
高雄市大寮區中庄里,1029,1407,378,7481,10626,0.7,林烔彬,無
高雄市大寮區中興里,227,593,366,3869,5690,0.7,曾幸福,中國國民黨
高雄市大寮區內坑里,349,639,290,3679,5793,0.6,黃裕玲,無
高雄市大寮區前庄里,-402,255,657,1623,2229,0.7,陳金晚,中國國民黨
高雄市大寮區大寮里,205,742,537,4047,6033,0.7,蕭清翔,無
高雄市大寮區山頂里,139,936,797,5051,7246,0.7,簡子銘,中國國民黨
高雄市大寮區後庄里,224,980,756,5425,7588,0.7,鄭德文,無
高雄市大寮區忠義里,-85,119,204,769,1138,0.7,邴健鵬,中國國民黨
高雄市大寮區拷潭里,-174,135,309,925,1318,0.7,董鳳松,民主進步黨
高雄市大寮區新厝里,-249,175,424,1111,1614,0.7,張簡龍星,無
高雄市大寮區昭明里,45,436,391,2541,3722,0.7,張簡助昇,無
高雄市大寮區會社里,195,647,452,3881,6057,0.6,吳銀國,無
高雄市大寮區會結里,-150,115,265,773,1146,0.7,蔡金獅,中國國民黨
高雄市大寮區永芳里,127,811,684,4662,6674,0.7,簡基成,無
高雄市大寮區江山里,-220,166,386,983,1340,0.7,許世川,無
高雄市大寮區溪寮里,-125,223,348,1472,1975,0.7,王基安,無
高雄市大寮區潮寮里,-97,358,455,2323,3298,0.7,徐新生,無
高雄市大寮區琉球里,60,713,653,3629,5017,0.7,郭秀品,無
高雄市大寮區義仁里,-271,157,428,1195,1746,0.7,許明得,無
高雄市大寮區義和里,-486,248,734,1591,2156,0.7,劉志陽,無
高雄市大寮區翁園里,165,506,341,2900,3906,0.7,蔡順豐,無
高雄市大寮區過溪里,-111,316,427,1713,2439,0.7,陳秀英,無
高雄市大樹區三和里,-423,163,586,1115,1650,0.7,黃重信,無
高雄市大樹區久堂里,-154,484,638,2838,3988,0.7,張勝鋒,中國國民黨
高雄市大樹區九曲里,77,623,546,3463,5106,0.7,潘德勝,中國國民黨
高雄市大樹區井腳里,-71,141,212,1051,1433,0.7,黃沼人,無
高雄市大樹區和山里,-382,90,472,663,957,0.7,吳順治,無
高雄市大樹區大坑里,-465,66,531,460,681,0.7,吳進雄,無
高雄市大樹區大樹里,-91,339,430,2027,2855,0.7,梁源泰,無
高雄市大樹區姑山里,-293,93,386,691,952,0.7,王莊素真,無
高雄市大樹區小坪里,-408,130,538,892,1252,0.7,郭秀密,無
高雄市大樹區檨腳里,-388,258,646,1748,2495,0.7,吳文雄,無
高雄市大樹區水安里,-131,261,392,1656,2307,0.7,林正道,無
高雄市大樹區水寮里,-374,217,591,1566,2115,0.7,史榮瑞,無
高雄市大樹區溪埔里,-107,140,247,999,1414,0.7,張耀珍,無
高雄市大樹區竹寮里,-347,331,678,1845,2591,0.7,鄭榕華,無
高雄市大樹區統嶺里,-262,42,304,438,626,0.7,許瑞楠,無
高雄市大樹區興山里,-353,138,491,963,1383,0.7,尹平成,無
高雄市大樹區興田里,-240,133,373,1298,1828,0.7,曾金益,中國國民黨
高雄市大樹區龍目里,-230,154,384,1157,1677,0.7,陳榮清,無
高雄市大社區三奶里,-145,297,442,1869,2597,0.7,許丁春,無
高雄市大社區中里里,-45,375,420,2220,3143,0.7,李旭仁,無
高雄市大社區保安里,-41,434,475,2215,3075,0.7,林義萬,民主進步黨
高雄市大社區保社里,-128,447,575,2313,3242,0.7,許清泉,民主進步黨
高雄市大社區嘉誠里,-331,89,420,576,855,0.7,侯景耀,無
高雄市大社區大社里,286,590,304,3351,4821,0.7,林英陸,民主進步黨
高雄市大社區神農里,290,634,344,3402,4814,0.7,葉秀英,無
高雄市大社區翠屏里,-359,173,532,1162,1587,0.7,匡淑芳,無
高雄市大社區觀音里,141,668,527,3784,5257,0.7,陳竑憲,無
高雄市小港區三苓里,-507,320,827,1927,2722,0.7,郭冠霖,無
高雄市小港區中厝里,38,440,402,2435,3579,0.7,方蒼賢,無
高雄市小港區二苓里,-238,388,626,2449,3565,0.7,馮見仁,無
高雄市小港區六苓里,-270,191,461,1053,1401,0.8,陳美秀,無
高雄市小港區合作里,-230,325,555,1970,2704,0.7,蘇麗美,民主進步黨
高雄市小港區坪頂里,117,763,646,4116,6113,0.7,梁憲宗,無
高雄市小港區大坪里,-258,378,636,2039,2951,0.7,梁正義,無
高雄市小港區大苓里,-455,294,749,1756,2460,0.7,歐世緯,無
高雄市小港區孔宅里,-35,494,529,2642,3742,0.7,吳蘆恩,無
高雄市小港區宏亮里,-512,388,900,2171,3120,0.7,宋震寶,無
高雄市小港區小港里,-255,148,403,881,1274,0.7,洪世春,無
高雄市小港區山明里,853,1509,656,7986,11435,0.7,陳阿子,無
高雄市小港區山東里,-154,360,514,2123,3074,0.7,楊坤止,無
高雄市小港區店鎮里,86,616,530,3817,5536,0.7,楊文良,無
高雄市小港區廈莊里,346,622,276,2965,4255,0.7,李茂群,無
高雄市小港區松山里,-201,395,596,2364,3196,0.7,王美華,無
高雄市小港區松金里,-285,262,547,1400,2009,0.7,沈添福,無
高雄市小港區桂林里,557,1034,477,5367,7558,0.7,侯原庭,無
高雄市小港區正苓里,-56,463,519,2650,3859,0.7,吳惠加,無
高雄市小港區泰山里,-153,393,546,2420,3370,0.7,吳莧山,無
高雄市小港區港南里,-35,398,433,2012,3219,0.6,王秋宏,無
高雄市小港區港口里,-85,356,441,2209,3062,0.7,劉峰吉,無
高雄市小港區港后里,-298,310,608,1861,2527,0.7,柯文世,民主進步黨
高雄市小港區港墘里,-471,216,687,1191,1675,0.7,吳文德,無
高雄市小港區港明里,-298,355,653,2026,2990,0.7,李文正,無
高雄市小港區港正里,-334,312,646,1771,2464,0.7,方林秀娥,無
高雄市小港區港興里,-185,293,478,1684,2309,0.7,歐慧玲,民主進步黨
高雄市小港區濟南里,-238,478,716,2964,4162,0.7,薛審,無
高雄市小港區青島里,-465,139,604,999,1378,0.7,戴又媛,中國國民黨
高雄市小港區順苓里,-119,568,687,2956,4328,0.7,呂在和,無
高雄市小港區高松里,-232,550,782,3015,4391,0.7,梁志安,無
高雄市小港區鳳宮里,-174,358,532,1800,2655,0.7,曾清全,無
高雄市小港區鳳林里,-704,302,1006,2166,3124,0.7,許再生,民主進步黨
高雄市小港區鳳森里,-432,245,677,1604,2323,0.7,陳信雄,無
高雄市小港區鳳源里,-223,302,525,1729,2633,0.7,張宇讚,無
高雄市小港區鳳興里,-293,311,604,1771,2600,0.7,洪富賢,無
高雄市小港區鳳鳴里,-576,349,925,2133,3185,0.7,李月雲,無
高雄市小港區龍鳳里,-279,333,612,2120,3156,0.7,黃文裕,無
高雄市岡山區三和里,-307,88,395,614,838,0.7,陳泰龍,無
高雄市岡山區仁壽里,-66,365,431,2333,3182,0.7,劉永裕,無
高雄市岡山區仁義里,-337,178,515,1375,1772,0.8,顏茂吉,無
高雄市岡山區信義里,-189,251,440,1122,1584,0.7,石秀霞,無
高雄市岡山區前峰里,-370,369,739,1940,2733,0.7,蔡佩玲,無
高雄市岡山區劉厝里,-366,163,529,1040,1362,0.8,劉慶煌,民主進步黨
高雄市岡山區協和里,-188,464,652,2511,3421,0.7,呂煌龍,無
高雄市岡山區協榮里,-405,256,661,1470,2022,0.7,蔡麗琴,無
高雄市岡山區台上里,293,816,523,4152,5779,0.7,李金本,無
高雄市岡山區和平里,-76,77,153,336,424,0.8,葉春蘭,無
高雄市岡山區嘉峰里,11,201,190,1231,1694,0.7,高昭南,無
高雄市岡山區嘉興里,-81,368,449,2363,3202,0.7,柯俊良,無
高雄市岡山區壽天里,-173,407,580,2293,3089,0.7,莊証州,無
高雄市岡山區壽峰里,-346,296,642,1548,2145,0.7,李美麗,無
高雄市岡山區大莊里,-600,99,699,691,953,0.7,佘能文,無
高雄市岡山區大遼里,-447,166,613,1017,1353,0.8,蔡錫琛,無
高雄市岡山區岡山里,176,535,359,2805,4259,0.7,劉天賦,無
高雄市岡山區平安里,-435,162,597,1097,1488,0.7,劉登榮,無
高雄市岡山區後協里,-85,635,720,3379,4689,0.7,李再富,無
高雄市岡山區後紅里,-172,579,751,2943,4080,0.7,韓嘉嘉,無
高雄市岡山區忠孝里,117,300,183,1965,2728,0.7,江國華,中國國民黨
高雄市岡山區本洲里,-49,206,255,1148,1609,0.7,施清德,無
高雄市岡山區潭底里,-372,71,443,562,760,0.7,陳勝傑,無
高雄市岡山區灣裡里,-191,226,417,1319,1798,0.7,林仁傑,無
高雄市岡山區為隨里,-112,181,293,975,1283,0.8,蔡正旭,無
高雄市岡山區白米里,-189,281,470,1489,2004,0.7,曾詠妮,無
高雄市岡山區石潭里,-345,208,553,1392,1789,0.8,廖壹正,無
高雄市岡山區碧紅里,5,503,498,2677,3735,0.7,李有財,無
高雄市岡山區福興里,-373,139,512,801,1029,0.8,何進柱,無
高雄市岡山區程香里,269,529,260,2902,3939,0.7,李州正,無
高雄市岡山區竹圍里,218,1015,797,4846,6685,0.7,何榮裕,無
高雄市岡山區維仁里,-256,47,303,338,463,0.7,戴清福,無
高雄市岡山區華崗里,-273,175,448,1166,1492,0.8,杜光達,無
高雄市左營區中北里,-312,43,355,422,569,0.7,謝瑞真,無
高雄市左營區中南里,-214,35,249,335,486,0.7,蔣金守,無
高雄市左營區光輝里,-69,278,347,1719,2402,0.7,傅琪隆,中國國民黨
高雄市左營區合群里,-238,251,489,1812,2459,0.7,倪同慧,中國國民黨
高雄市左營區城南里,-197,40,237,325,469,0.7,謝金得,無
高雄市左營區埤北里,-455,105,560,811,1183,0.7,李復慶,無
高雄市左營區埤東里,-314,71,385,633,874,0.7,鄒秀華,中國國民黨
高雄市左營區埤西里,-321,72,393,589,829,0.7,余清榮,無
高雄市左營區尾北里,-263,371,634,2215,3079,0.7,柯錦德,中國國民黨
高雄市左營區尾南里,-302,66,368,481,681,0.7,余建明,無
高雄市左營區尾西里,-382,98,480,712,944,0.8,郭錦彬,無
高雄市左營區屏山里,-363,118,481,1011,1500,0.7,吳榮秀,中國國民黨
高雄市左營區崇實里,-113,491,604,2334,3175,0.7,吳武雄,無
高雄市左營區廍北里,-107,44,151,309,407,0.8,薛朝文,無
高雄市左營區廍南里,-231,45,276,404,562,0.7,陳美惠,無
高雄市左營區廟北里,-243,66,309,583,811,0.7,蘇進雄,無
高雄市左營區廟東里,-363,53,416,580,791,0.7,謝惠娟,無
高雄市左營區新上里,2840,3310,470,18268,25075,0.7,王櫻樺,中國國民黨
高雄市左營區新下里,1273,1921,648,10141,13984,0.7,黃慶德,中國國民黨
高雄市左營區新中里,-307,428,735,2584,3557,0.7,黃昱誌,無
高雄市左營區新光里,1102,1809,707,9843,13612,0.7,黃麗純,中國國民黨
高雄市左營區明建里,-143,156,299,626,841,0.7,顏靜玉,無
高雄市左營區果峰里,-560,125,685,1001,1444,0.7,曾瑞水,中國國民黨
高雄市左營區果惠里,-501,129,630,986,1374,0.7,鄭夙雅,無
高雄市左營區果貿里,-361,265,626,1835,2588,0.7,韓得平,中國國民黨
高雄市左營區永清里,-57,171,228,550,857,0.6,郭鎮國,中國國民黨
高雄市左營區海勝里,-71,519,590,3865,5326,0.7,梁西榮,中國國民黨
高雄市左營區祥和里,-155,12,167,63,92,0.7,劉德文,中國國民黨
高雄市左營區福山里,4934,5276,342,24228,34263,0.7,葉德龍,中國國民黨
高雄市左營區聖南里,-261,53,314,365,507,0.7,陳勇利,無
高雄市左營區聖后里,-273,73,346,541,708,0.8,裴天成,無
