村里,2024-2022,2024民眾黨,2022村里長得票,2024投票數,2024選舉人數,2024投票率,里長姓名,里長政黨
嘉義市東區頂寮里,8,352,344,893,1216,73.44,蔡振盛,中國國民黨
嘉義市東區頂庄里,27,326,299,821,1143,71.83,莊天基,中國國民黨
嘉義市東區鹿寮里,-55,145,200,679,1015,66.90,謝金榮,中國國民黨
嘉義市西區下埤里,-293,255,548,1128,1579,71.44,洪嘉文,無
嘉義市西區保安里,-112,521,633,771,1052,73.29,李憲桐,無
嘉義市西區保生里,422,713,291,677,925,73.19,蕭蘇明珠,無
嘉義市西區保福里,208,647,439,888,1237,71.79,李振煌,無
嘉義市西區光路里,338,795,457,844,1156,73.01,林昇賢,無
嘉義市西區劉厝里,744,1166,422,1090,1439,75.75,魏正城,無
嘉義市西區北新里,-285,193,478,861,1109,77.64,吳永豐,無
嘉義市西區北榮里,-128,323,451,804,1104,72.83,黄福林,無
嘉義市西區北湖里,72,505,433,1134,1534,73.92,謝銘亮,無
嘉義市西區國華里,-377,202,579,922,1257,73.35,葉勝利,無
嘉義市西區垂楊里,-181,264,445,640,907,70.56,黃琮榮,中國國民黨
嘉義市西區培元里,-17,236,253,556,716,77.65,蔡坤龍,無
嘉義市西區大溪里,-50,326,376,760,1034,73.50,黄石君,無
嘉義市西區導明里,-122,197,319,494,687,71.91,劉怡慧,無
嘉義市西區後驛里,-133,275,408,783,1115,70.22,陳其生,無
嘉義市西區慶安里,-74,192,266,534,714,74.79,黃榮茂,無
嘉義市西區文化里,-206,302,508,832,1165,71.42,陳淑娥,無
嘉義市西區新厝里,60,619,559,1022,1334,76.61,柯靜宜,無
嘉義市西區新富里,-579,209,788,1138,1533,74.23,廖淑玲,無
嘉義市西區新西里,-253,255,508,648,921,70.36,楊文玲,無
嘉義市西區書院里,-72,258,330,580,807,71.87,蕭友林,無
嘉義市西區永和里,-237,248,485,621,889,69.85,蔡宗坤,無
嘉義市西區港坪里,230,637,407,746,986,75.66,李茂山,無
嘉義市西區湖內里,171,883,712,975,1389,70.19,黃正一,中國國民黨
嘉義市西區湖邊里,17,338,321,745,1019,73.11,李高滿足,無
嘉義市西區獅子里,-226,409,635,942,1261,74.70,吳名城,無
嘉義市西區番社里,-537,165,702,1012,1314,77.02,鄭秀玉,無
嘉義市西區磚磘里,229,556,327,756,1032,73.26,王張錦淑,無
嘉義市西區福全里,103,667,564,949,1348,70.40,蕭建林,無
嘉義市西區福安里,213,693,480,1020,1339,76.18,吳璟祈,無
嘉義市西區福民里,251,781,530,872,1112,78.42,陳金川,無
嘉義市西區竹圍里,227,674,447,954,1323,72.11,邱威誠,無
嘉義市西區竹村里,-404,169,573,790,1078,73.28,蕭慶順,無
嘉義市西區紅瓦里,-413,216,629,1075,1486,72.34,蔡旻岳,無
嘉義市西區美源里,257,494,237,567,843,67.26,羅鳳住,無
嘉義市西區翠岱里,-462,195,657,1047,1395,75.05,陳金虎,中國國民黨
嘉義市西區育英里,-172,204,376,620,874,70.94,林峯輝,無
嘉義市西區自強里,-285,251,536,1143,1565,73.04,蔡正平,無
嘉義市西區致遠里,-127,225,352,612,862,71.00,宋燕生,中國國民黨
嘉義市西區西平里,254,563,309,743,1005,73.93,洪麗雪,無
嘉義市西區西榮里,-154,290,444,797,1104,72.19,林芳志,無
嘉義市西區車店里,425,857,432,1100,1487,73.97,馬鳳凰,無
嘉義市西區重興里,-152,268,420,760,1100,69.09,李添益,無
嘉義市西區頭港里,30,341,311,712,957,74.40,高順能,無
嘉義市西區香湖里,-227,114,341,538,779,69.06,郭劉秀珠,無
